action,reason,cluster_id,source_db,title,doi,matched_with_db,matched_with_title
NEW,No match found,49,semantic_scholar,Autism Spectrum Disorder from Pathophysiology to AI-Driven Precision Medicine A Review,10.1922/pjs.16.3s.2026.542,,
NEW,No match found,50,semantic_scholar,MintCNA: A Unified Framework for Integrative Copy Number Profiling with Single-Cell Multi-Omics Data,10.64898/2026.06.26.734559,,
NEW,No match found,51,semantic_scholar,Heavy-chain immune repertoire sequencing enables language-model prediction of antigen-specific antib,10.21203/rs.3.rs-9710622/v1,,
NEW,No match found,52,semantic_scholar,AI for Scientific Discovery in Omics Data-Driven Precision Medicine.,,,
MERGE,DOI match: 10.1186/s13040-026-00576-8,20,semantic_scholar,CME-KGDTI: integrating clustered mutations into knowledge graph embedding for drug-target interactio,10.1186/s13040-026-00576-8,pubmed,CME-KGDTI: integrating clustered mutations into knowledge graph embedding for drug-target interactio
NEW,No match found,53,semantic_scholar,Research progress of multimodal ultrasound radiomics and deep learning in predicting lymph node meta,10.54254/3049-5458/2026.34768,,
NEW,No match found,54,semantic_scholar,CD-Former: A Cross-modal Dual-interaction Transformer with Whole-Slide Image Pyramids and Genomics f,10.1109/tcsvt.2026.3672108,,
NEW,No match found,55,semantic_scholar,DeepSpot-M: a multimodal foundation model for transcriptome-wide virtual spatial transcriptomics fro,10.64898/2026.06.19.26356060,,
NEW,No match found,56,semantic_scholar,Decoding the Lymphangioleiomyomatosis (LAM) Niche Microenvironment via Integrative Analysis of Singl,10.1183/13993003.02049-2025,,
NEW,No match found,57,semantic_scholar,DeepCDS: Ab initio coding sequence prediction in prokaryotic short reads,10.64898/2026.06.17.732633,,
MERGE,DOI match: 10.1093/bioinformatics/btag482,5,semantic_scholar,Enhancing Cross-Context Generalization in Drug Perturbation Prediction with a Multimodal Conditional,10.1093/bioinformatics/btag482,pubmed,Enhancing Cross-Context Generalization in Drug Perturbation Prediction with a Multimodal Conditional
NEW,No match found,58,semantic_scholar,Artificial Intelligence and Deep Learning for Antimicrobial Resistance Prediction: A Scoping Review ,10.1109/ACCESS.2026.3698372,,
NEW,No match found,59,semantic_scholar,Predicting piRNA-Disease Associations Based on Dual-View Learning and Multi-head Self-Attention Mech,10.1007/s12539-026-00854-3,,
NEW,No match found,60,semantic_scholar,Spatial Visual Proteomics: Insights into Tumor Microenvironment Dynamics.,10.1093/gpbjnl/qzag045,,
NEW,No match found,61,semantic_scholar,A Transformer-based Multi-omics Model for Translation Efficiency in S. cerevisiae,10.64898/2026.06.21.723404,,
NEW,No match found,62,semantic_scholar,AI foundation models in plant biology.,10.1111/nph.71395,,
NEW,No match found,63,semantic_scholar,A Systematic Literature Review of Generative AI Approaches for Synthetic Clinical Data Generation: B,10.5220/0014769700004070,,
NEW,No match found,64,semantic_scholar,"Enhanced Multimodal Transformer for Treatment-Resistant Depression Prediction Using Synthetic fMRI, ",10.4236/oalib.1114447,,
NEW,No match found,65,semantic_scholar,Mechanism-Aware Prediction of Tissue-Specific Drug Activity via Multi-Modal Biological Graphs,,,
NEW,No match found,66,semantic_scholar,HoloCell: A Generative Foundation Model for Holistic Cellular Modeling,10.64898/2026.06.07.730684,,
NEW,No match found,67,semantic_scholar,"Probing, Fusion, and Trustworthiness: A Systematic Evaluation of Foundation Model Representations fo",,,
NEW,No match found,68,semantic_scholar,Artificial intelligence for child health: current capabilities and the next frontier.,10.1136/archdischild-2026-330388,,
NEW,No match found,69,semantic_scholar,"Artificial Intelligence in Inherited Epidermolysis Bullosa: Current Evidence, Challenges, and Future",10.3390/diagnostics16132022,,
NEW,No match found,70,semantic_scholar,How Post-Training Shapes Biological Reasoning Models,,,
NEW,No match found,71,semantic_scholar,AMP: Automatic Modality-Aware Parallelization with Hidden-Dimension Tensor Parallelism for Multi-Mod,10.3390/electronics15132769,,
NEW,No match found,72,semantic_scholar,TMO: Asymmetric Cross-Modal Attention For Learning Cell-State-Dependent Regulatory Lags From Single-,10.64898/2026.06.08.730880,,
NEW,No match found,73,semantic_scholar,Advances in Massive Parallel Sequencing: From Genomics to Spatial Transcriptomics.,10.1007/978-3-032-18966-0_3,,
NEW,No match found,74,semantic_scholar,Information from coincidences,,,
NEW,No match found,75,semantic_scholar,biomeStat: Using Agentic AI for Scalable Genomic Epidemiology Demonstrated Through End-to-End Analys,10.64898/2026.06.10.731380,,
NEW,No match found,76,semantic_scholar,VCBench: A Multi-Dimensional Benchmark for Single-Cell Foundation Models,10.64898/2026.06.18.733146,,
NEW,No match found,77,semantic_scholar,Analysis of Multi-Omics Data in Breast Cancer Subtype Classification,10.1109/ACCESS.2026.3695279,,
NEW,No match found,78,semantic_scholar,Multimodal machine learning and deep graph neural networks for the prediction of molecular inhibitor,10.1007/s10822-026-00858-7,,
NEW,No match found,79,semantic_scholar,"DNA Compression with Genomic Language Models: Tokenization, Benchmarking, and an Information-Content",10.64898/2026.06.10.731316,,
NEW,No match found,80,semantic_scholar,Predicting optimal growth temperatures of bacteria using learned structural information from a singl,10.64898/2026.06.15.732269,,
NEW,No match found,81,semantic_scholar,CellTosg2Sequence: A Unified Text-Omics-Signaling-Graph Large Language Model for Single-Cell Analysi,10.64898/2026.06.16.732397,,
NEW,No match found,82,semantic_scholar,scLLM-DSC: LLM-Knowledge Enhanced Cross-Modal Deep Structural Clustering for Single-Cell RNA Sequenc,,,
NEW,No match found,83,semantic_scholar,P29 Hidden immune memory niches in inflammatory skin diseases,10.1093/bjd/ljag151.068,,
NEW,No match found,84,semantic_scholar,Reading between the bases: technological advances in RNA modification detection,10.3389/frnar.2026.1872456,,
NEW,No match found,85,semantic_scholar,SGL-CDP: Spectral Graph Learning for Cancer Driver Prioritization,10.1109/ACCESS.2026.3675370,,
NEW,No match found,86,semantic_scholar,Deep learning-enabled discovery of antibiotics effective against Neisseria gonorrhoeae.,10.1126/scitranslmed.ads4699,,
NEW,No match found,87,semantic_scholar,A Visually Interpretable Histopathology-Based Immune Model Predicts T-effector Biology and Response ,10.64898/2026.06.21.733614,,
NEW,No match found,88,semantic_scholar,Deep learning for cardiovascular disease: a comprehensive review of detection and risk forecasting,10.3389/frai.2026.1840804,,
NEW,No match found,89,semantic_scholar,Predicting early-stage breast cancer disease-free survival and adjuvant therapy benefit from multimo,10.1038/s41523-026-00991-4,,
NEW,No match found,90,semantic_scholar,Time-to-event modeling in lung cancer prognosis: From classical survival Analysis to machine and dee,10.1051/bioconf/202624001035,,
NEW,No match found,91,semantic_scholar,Artificial Intelligence Approaches in Toxicology,10.46610/jabp.2026.v08i01.002,,
NEW,No match found,92,semantic_scholar,"Synthetic Data Generation for Healthcare and Wellness: Methods, Applications, and Future Directions",10.33093/jiwe.2026.5.2.21,,
NEW,No match found,93,semantic_scholar,Artificial intelligence for triple-negative breast cancer from imaging to multi-omics,10.3389/fonc.2026.1834128,,
NEW,No match found,94,semantic_scholar,Multi-dimensional decoding of the TSPO signal in animal models of neuroinflammation using fluorescen,10.1186/s12974-026-03829-9,,
NEW,No match found,95,semantic_scholar,AI-Driven Early Diagnosis of Autism Spectrum Disorder: Current Status and Future Perspectives,10.25236/ajmhs.2026.070201,,
NEW,No match found,96,semantic_scholar,Generating antimicrobial peptides via genomic transfer learning,10.64898/2026.06.16.732639,,
NEW,No match found,97,semantic_scholar,πDIA-CLIP: efficient identification of highly heterogeneous proteomics data via a generalized zero-s,10.64898/2026.02.09.704949,,
NEW,No match found,98,semantic_scholar,CellOS: Learning a World Model of Cellular State through Joint Embedding Prediction,10.64898/2026.06.18.733163,,
NEW,No match found,99,semantic_scholar,Alternative routes to universal diversity scaling in component systems: from proteomes to large lang,,,
MERGE,DOI match: 10.1007/s10142-026-01957-2,11,semantic_scholar,Integrating artificial intelligence and multi-omics data for precision oncology in endometrial cance,10.1007/s10142-026-01957-2,pubmed,Integrating artificial intelligence and multi-omics data for precision oncology in endometrial cance
NEW,No match found,100,semantic_scholar,Attention-Enhanced Hierarchical Transformer for Multimodal Integration of Mammograms and Clinical Da,10.14569/ijacsa.2026.0170125,,
NEW,No match found,101,semantic_scholar,Deep learning based attention enhanced phylogenetic radial basis function networks (AE-PRBFN) for ge,10.1038/s41598-026-48503-5,,
NEW,No match found,102,semantic_scholar,Deep learning in multi-omics integration for gastrointestinal cancer biomarker discovery,10.3389/fonc.2026.1856641,,
NEW,No match found,103,semantic_scholar,Deciphering immune-inflammatory dysregulation in the endometriotic microenvironment: insights from s,10.3389/fimmu.2026.1848643,,
NEW,No match found,104,semantic_scholar,Enhancing risk stratification in cancer treatment outcomes: a deep learning-based comparative study ,10.1088/2632-2153/ae7cd9,,
NEW,No match found,105,semantic_scholar,"Multimodal spatiotemporal atlas to reveal CCDC3
 +
 CAFs as drivers of liver metastasis in colorecta",10.1200/jco.2026.44.19_suppl.25,,
NEW,No match found,106,semantic_scholar,Whole-Slide Images as Predictive Biomarkers for Drug Response Using Transcriptomically Transferred L,10.1109/ACCESS.2026.3674022,,
NEW,No match found,107,semantic_scholar,Harnessing artificial intelligence in laboratory diagnostics emerging trends and future prospects,10.1007/s44163-026-01599-0,,
MERGE,DOI match: 10.1098/rsob.260117,4,semantic_scholar,Deep learning in tumour genomics: from multi-omics integration to precision oncology.,10.1098/rsob.260117,pubmed,Deep learning in tumour genomics: from multi-omics integration to precision oncology.
NEW,No match found,108,semantic_scholar,Multimodal Hypersampling of the adult human heart resolves tissue-specific cell states and disease-a,10.64898/2026.06.16.732617,,
NEW,No match found,109,semantic_scholar,HiST: A Hierarchical Sparse Transformer for Cross-Modal Spatial Transcriptomics Modeling,,,
NEW,No match found,110,semantic_scholar,"Artificial Intelligence models in autoimmune disease prediction: Current applications, challenges, a",10.30574/ijsra.2026.19.3.1247,,
MERGE,DOI match: 10.64898/2026.06.22.733750,2,semantic_scholar,SPEAK: Spatial Prompting with Expert Aligned Knowledge for Tissue Domain Identification in Spatial T,10.64898/2026.06.22.733750,pubmed,SPEAK: Spatial Prompting with Expert Aligned Knowledge for Tissue Domain Identification in Spatial T
NEW,No match found,111,semantic_scholar,DNA Language Models: An Assessment of Pre-Training for Fine-Tuning Tasks,,,
NEW,No match found,112,semantic_scholar,Artificial Intelligence Augmented Diagnostics In Clinical Microbiology: A Multimodal Evaluation Of D,10.53555/ajbr.v29i1s.9256,,
NEW,No match found,113,semantic_scholar,Evolution of artificial intelligence in breast cancer pathology: a bibliometric analysis.,10.1007/s12672-026-05388-0,,
NEW,No match found,114,semantic_scholar,Isoform function prediction via knowledge distillation from alternative splicing,10.70401/cbm.2026.0019,,
NEW,No match found,115,semantic_scholar,Client-server interfaces enable efficient agent-driven variant calling,10.64898/2026.06.25.734665,,
NEW,No match found,116,semantic_scholar,MMBCSurv: Multimodal Breast Cancer Survival Prediction Integrating Histopathology Images and Multi-O,10.1109/ACCESS.2026.3679249,,
NEW,No match found,117,semantic_scholar,A novel model for assessing lymph node metastasis and the immune microenvironment in breast cancer b,10.1007/s12672-026-05475-2,,
NEW,No match found,118,semantic_scholar,P30 Using large language models for the annotation of skin single-cell RNA sequencing datasets,10.1093/bjd/ljag151.069,,
NEW,No match found,119,semantic_scholar,ID #56 Can AI inform decision-making in pediatric neuro-oncology?,10.1093/neuped/wuag026.005,,
NEW,No match found,120,semantic_scholar,Artificial Intelligence in the prediction of 3D chromatin structure and gene regulation.,10.1016/bs.pmbts.2026.01.018,,
NEW,No match found,121,semantic_scholar,Artificial intelligence (AI)-assisted diagnosis of skin diseases: From image classification to derma,10.35772/ghm.2026.01058,,
NEW,No match found,122,semantic_scholar,RepGene: Toward a Unified Gene Representation Space Robust to Missing Biological Views,10.64898/2026.06.11.731512,,
NEW,No match found,123,semantic_scholar,"Artificial intelligence-driven multi-omics integration for plant enhancement: advances, challenges, ",10.1007/s10142-026-01932-x,,
MERGE,DOI match: 10.1002/mco2.70833,13,semantic_scholar,Generative Artificial Intelligence and Large Language Models in Clinical Oncology,10.1002/mco2.70833,pubmed,Generative Artificial Intelligence and Large Language Models in Clinical Oncology.
NEW,No match found,124,semantic_scholar,Valid Inference with Synthetic Data via Task Exchangeability,,,
NEW,No match found,125,semantic_scholar,Glitch genes: embedding geometry predicts functional fragility in single-cell foundation models,10.64898/2026.06.22.733850,,
NEW,No match found,126,semantic_scholar,A genomic approach to understanding common diseases in human populations,10.61588/mphb1911,,
NEW,No match found,127,semantic_scholar,Multi-Modal Deep Learning-Based Model to Predict Burkitt Lymphoma Recurrence.,,,
NEW,No match found,128,semantic_scholar,Artificial intelligence in forensic science: a systematic review. Part II: long-range postmortem int,10.1007/s00414-026-03856-4,,
NEW,No match found,129,semantic_scholar,Towards Personalized Cancer Therapy: A Safe and Explainable Digital Twin-Driven Meta-Reinforcement L,10.47392/irjaeh.2026.0583,,
MERGE,DOI match: 10.1093/bioinformatics/btag443,3,semantic_scholar,SpaBiT: Enhancing Spatial Transcriptomics Resolution via Bidirectional Attention Transformers.,10.1093/bioinformatics/btag443,pubmed,SpaBiT: Enhancing Spatial Transcriptomics Resolution via Bidirectional Attention Transformers.
NEW,No match found,130,semantic_scholar,Transfer Learning for Low-resource Genomic Mutation Detection,10.1097/jce.0000000000000763,,
NEW,No match found,131,semantic_scholar,Adapting Generative Genome Foundation Model Evo for Functional Genomics Prediction via Progressive F,10.1109/TCBBIO.2026.3705107,,
NEW,No match found,132,semantic_scholar,JASPR: Joint Spatial Representation learning of histology and spatial genomics for improved virtual ,,,
NEW,No match found,133,semantic_scholar,AI-Driven Predictive Analytics for Multi-Hazard Infectious Disease Outbreak Forecasting in Low- And ,10.47772/ijriss.2026.100500154,,
NEW,No match found,134,semantic_scholar,Accurate identification of cytochrome P450 proteins using multimodal integration of protein language,10.1016/j.ijbiomac.2026.153150,,
NEW,No match found,135,semantic_scholar,Artificial intelligence in multi-omics analysis of small-molecule drug discovery.,10.1016/bs.pmbts.2026.01.026,,
NEW,No match found,136,semantic_scholar,AttMM: Attention-Augmented Multimodal Deep Learning Architecture for Quantitative Phenotyping of Pro,10.1109/ACCESS.2026.3680427,,
NEW,No match found,137,semantic_scholar,Can neurons speak? Semantic narration of vision at single-cell resolution,,,
NEW,No match found,138,semantic_scholar,Artificial intelligence in bone biology: Transforming basic research into advanced therapeutics,10.59717/j.xinn-life.2026.100186,,
NEW,No match found,139,semantic_scholar,Tabular Foundation Models Are Competitive Cellular Perturbation Predictors Across Biological Scales,10.64898/2026.06.28.735106,,
NEW,No match found,140,semantic_scholar,Elucidating the Design Space of Generative Models for Single-Cell Perturbation Prediction,10.64898/2026.06.15.732063,,
NEW,No match found,141,semantic_scholar,Sparse Autoencoders Reveal Interpretable Features in Single-Cell Foundation Models,10.1101/2025.10.22.681631,,
NEW,No match found,142,semantic_scholar,Bayesian Hyperparameter Optimization Improves scGPT Fine-Tuning for Single-Cell Multi-Omics Integrat,10.1093/bioinformatics/btag374,,
NEW,No match found,143,semantic_scholar,Partial-Label Metric Ceilings for Evaluating Gene Regulatory Networks Inferred from Single-Cell Foun,10.1016/j.biosystems.2026.105864,,
MERGE,DOI match: 10.64898/2026.06.07.730684,66,biorxiv_medrxiv,HoloCell: A Generative Foundation Model for Holistic Cellular Modeling,10.64898/2026.06.07.730684,semantic_scholar,HoloCell: A Generative Foundation Model for Holistic Cellular Modeling
MERGE,DOI match: 10.64898/2026.06.08.730880,72,biorxiv_medrxiv,TMO: Asymmetric Cross-Modal Attention For Learning Cell-State-Dependent Regulatory Lags From Single-,10.64898/2026.06.08.730880,semantic_scholar,TMO: Asymmetric Cross-Modal Attention For Learning Cell-State-Dependent Regulatory Lags From Single-
MERGE,DOI match: 10.64898/2026.06.26.734559,50,biorxiv_medrxiv,MintCNA: A Unified Framework for Integrative Copy Number Profiling with Single-Cell Multi-Omics Data,10.64898/2026.06.26.734559,semantic_scholar,MintCNA: A Unified Framework for Integrative Copy Number Profiling with Single-Cell Multi-Omics Data
MERGE,DOI match: 10.64898/2026.06.22.733750,2,biorxiv_medrxiv,SPEAK: Spatial Prompting with Expert Aligned Knowledge for Tissue Domain Identification in Spatial T,10.64898/2026.06.22.733750,pubmed,SPEAK: Spatial Prompting with Expert Aligned Knowledge for Tissue Domain Identification in Spatial T
MERGE,DOI match: 10.64898/2026.06.16.732617,108,biorxiv_medrxiv,Multimodal Hypersampling of the adult human heart resolves tissue-specific cell states and disease-a,10.64898/2026.06.16.732617,semantic_scholar,Multimodal Hypersampling of the adult human heart resolves tissue-specific cell states and disease-a
MERGE,DOI match: 10.64898/2026.06.19.26356060,55,biorxiv_medrxiv,DeepSpot-M: a multimodal foundation model for transcriptome-wide virtual spatial transcriptomics fro,10.64898/2026.06.19.26356060,semantic_scholar,DeepSpot-M: a multimodal foundation model for transcriptome-wide virtual spatial transcriptomics fro
MERGE,DOI match: 10.64898/2026.06.21.723404,61,biorxiv_medrxiv,A Transformer-based Multi-omics Model for Translation Efficiency in  <i>S. cerevisiae</i>,10.64898/2026.06.21.723404,semantic_scholar,A Transformer-based Multi-omics Model for Translation Efficiency in S. cerevisiae
MERGE,DOI match: 10.64898/2026.06.16.732397,81,biorxiv_medrxiv,CellTosg2Sequence: A Unified Text-Omics-Signaling-Graph Large Language Model for Single-Cell Analysi,10.64898/2026.06.16.732397,semantic_scholar,CellTosg2Sequence: A Unified Text-Omics-Signaling-Graph Large Language Model for Single-Cell Analysi
MERGE,DOI match: 10.64898/2026.06.25.734665,115,biorxiv_medrxiv,Client-server interfaces enable efficient agent-driven variant calling,10.64898/2026.06.25.734665,semantic_scholar,Client-server interfaces enable efficient agent-driven variant calling
NEW,No match found,144,biorxiv_medrxiv,MycoCirc: A Pan-Fungal Multi-Modal Pretrained Model for Fungal circRNA Prediction from Genome Sequen,10.64898/2026.06.29.735431,,
MERGE,DOI match: 10.64898/2026.06.24.734403,39,biorxiv_medrxiv,eRNAformer enables genome-wide  <i>de novo</i>  mapping of enhancer-derived RNA loci,10.64898/2026.06.24.734403,semantic_scholar,eRNAformer enables genome-wide de novo mapping of enhancer-derived RNA loci
NEW,No match found,145,biorxiv_medrxiv,Experimental Design Dominates Model Architecture in Multi-Model Cancer Classification: A Translation,10.21203/rs.3.rs-10108796/v1,,
MERGE,DOI match: 10.64898/2026.06.18.733163,98,biorxiv_medrxiv,CellOS: Learning a World Model of Cellular State through Joint Embedding Prediction,10.64898/2026.06.18.733163,semantic_scholar,CellOS: Learning a World Model of Cellular State through Joint Embedding Prediction
MERGE,DOI match: 10.64898/2026.06.18.733146,76,biorxiv_medrxiv,VCBench: A Multi-Dimensional Benchmark for Single-Cell Foundation Models,10.64898/2026.06.18.733146,semantic_scholar,VCBench: A Multi-Dimensional Benchmark for Single-Cell Foundation Models
MERGE,DOI match: 10.64898/2026.06.11.731512,122,biorxiv_medrxiv,RepGene: Toward a Unified Gene Representation Space Robust to Missing Biological Views,10.64898/2026.06.11.731512,semantic_scholar,RepGene: Toward a Unified Gene Representation Space Robust to Missing Biological Views
NEW,No match found,146,biorxiv_medrxiv,A unified framework for the systematic detection of microproteins in standard proteomics workflows u,10.21203/rs.3.rs-9982577/v1,,
MERGE,DOI match: 10.1186/s12967-026-08572-6,0,springernature,Improving pancreatic adenocarcinoma prognosis models through ligand receptor interactions and histop,10.1186/s12967-026-08572-6,pubmed,Improving pancreatic adenocarcinoma prognosis models through ligand receptor interactions and histop
MERGE,DOI match: 10.1038/s44320-026-00208-7,24,springernature,Interpretable deep generative ensemble learning for single-cell omics with Hydra,10.1038/s44320-026-00208-7,pubmed,Interpretable deep generative ensemble learning for single-cell omics with Hydra.
NEW,No match found,147,springernature,Artificial intelligence in nephrology: predicting CKD progression and personalizing treatment,10.1007/s11255-025-04878-4,,
MERGE,DOI match: 10.1007/s10142-026-01957-2,11,springernature,Integrating artificial intelligence and multi-omics data for precision oncology in endometrial cance,10.1007/s10142-026-01957-2,pubmed,Integrating artificial intelligence and multi-omics data for precision oncology in endometrial cance
NEW,No match found,148,springernature,Computational Methods for Alzheimer’s Disease Diagnosis: A Systematic Review of Deep Learning and Fe,10.1007/s11831-026-10708-2,,
NEW,No match found,149,springernature,Imaging the hallmarks of cancer,10.1038/s41568-026-00950-y,,
