relative_path,category,size_bytes,mtime_utc,sha256
assets/figures/june_update_2026_06_10_rec_000121_figure_002.png,final_or_documentation,150624,2026-08-12T10:42:55.201365+00:00,a2d6d0213d177e3a932e1bef4b0a0239a8463ef9f1ccac53fc689bfc87a01262
assets/figures/june_update_2026_06_10_rec_000133_figure_005.png,final_or_documentation,209305,2026-08-12T10:40:03.240445+00:00,1b2b03a63676c1c927164e85299bdad3dfdfd36cb5503ce899dd75a1beb0bcd6
assets/figures/june_update_2026_06_10_rec_000148_figure_001.png,final_or_documentation,159218,2026-08-12T10:40:07.203631+00:00,ac3c609f90a2dc2bfc20262f7ec81fa5bd98e51f44a603fd99628e02ef577f49
assets/figures/june_update_2026_06_10_rec_000152_figure_002.png,final_or_documentation,157170,2026-08-12T10:43:31.264634+00:00,370c807d40891c12e7df381d0f5e155b32c3952421ff2c119b3fdfbc026ffb51
assets/figures/june_update_2026_06_10_rec_000194_figure_001.png,final_or_documentation,106015,2026-08-12T10:41:44.235134+00:00,001b6901e0e8d2244eab92f22f9f429c912407f2def511bc173547ca501aa099
assets/figures/june_update_2026_06_10_rec_000246_figure_001.png,final_or_documentation,111133,2026-08-12T10:41:43.164772+00:00,20533e4095373818a3507e87177c8f50323443f2fa15a97ecfaefb30ab6f95c5
assets/figures/june_update_2026_06_10_rec_000248_figure_001.png,final_or_documentation,117732,2026-08-12T10:44:05.466409+00:00,56abf86ae3158af55d3ac567068e0e83f0def5b306fd4a1a9599608086aabe6c
assets/figures/update_2026_08_09_manual_recall_xunzi_figure_002.png,final_or_documentation,503874,2026-08-11T11:06:40.879806+00:00,2c425dedf484873b78cc84e1de40ae94575339ffe53a6c61a8b541e583ba0f68
assets/figures/update_2026_08_09_rec_000106_figure_001.png,final_or_documentation,400975,2026-08-10T21:50:55.870973+00:00,e32f5083d9f44df98cba814988d7d36f771f79c915f4c4305217d0bd849c0c84
assets/figures/update_2026_08_09_rec_000138_figure_001.png,final_or_documentation,166310,2026-08-10T21:54:44.760417+00:00,166ae789ff33a3c17ee3e0cf2ea04c5dad6e51e92fb3d118ba4b692e70b593f1
assets/figures/update_2026_08_09_rec_000138_figure_003.png,final_or_documentation,397346,2026-08-10T21:54:44.799299+00:00,3d72c1a553a07149765ac7c037a323971493d043d656068810ced0a3be6692c5
assets/figures/update_2026_08_09_rec_000138_figure_009.png,final_or_documentation,259630,2026-08-10T21:54:44.883417+00:00,865a1a34b6128313a13f02a95aa37f896d56eb9e106627914a6b306fb63f373e
assets/social-preview.png,final_or_documentation,199263,2026-08-17T17:05:58.366454+00:00,167d000db151857a4ba12f7b5c4ff1305a9efdc916ed7337e07b812107f01c21
assets/styles.css,final_or_documentation,28544,2026-08-14T21:06:36+00:00,4decacc4e3209492f37de0c0ced1ddaf15f1971713ee9d734199cf8f53146678
data/atlas.json,final_or_documentation,2216904,2026-08-17T17:05:12.731414+00:00,d0601580c69008236b0c419bbdcb15fd6ae0e74a959d842ad011b615fb5e9e77
data/browser_qa.json,final_or_documentation,7754,2026-08-17T17:06:10.615962+00:00,339b7646e61708284e44d769d845839f244eca4459b1f04a091dd2627a937d74
data/browser_qa_desktop.png,final_or_documentation,250667,2026-08-17T17:06:10.626955+00:00,40d8760cd2fedf0fb6ccc472f7ba59b337f0f5d4e3ad5c6de7471f1884e55efa
data/browser_qa_latest_batch.png,final_or_documentation,203690,2026-08-17T17:06:10.630644+00:00,eadd68758bbe46e47313c4fdab86dcb142150181ee075dcc517604e766e446b5
data/browser_qa_mobile.png,final_or_documentation,194392,2026-08-17T17:06:10.628834+00:00,d0b424ca0ca91d6d35b24f178af29d353be4eb468f5c7939728eb0d7b6d1fdcf
data/build_report.json,final_or_documentation,6894,2026-08-17T17:05:12.731842+00:00,b5790bb67317256a8fbff0af7d836676ebdb1404897ecb699ccf1f6144e8d9fe
index.html,final_or_documentation,9204,2026-08-17T17:05:31.923701+00:00,b9c3a2ef081c1e65f4c7b032639ff4a7bea322f5f63972d903627cd7582661b1
qa_run.log,final_or_documentation,5537,2026-08-17T17:06:10.616108+00:00,b79514a4146a190ec0407c219ce9a0b6573d2e5079773ed846d26341e1f47984
