arxiv_id,bytes,candidate_count,cluster_id,content_type,doi,error_digest,errors_json,final_url,method,path,pmid,source_url,status,title
,,1.0,4034,,,80d8f02d2827,"[{""status"": ""html_landing"", ""method"": ""record_url"", ""source_url"": ""https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781003545781-13&type=chapterpdf"", ""final_url"": ""https://www.taylorfrancis.com/chapters/edit/10.1201/9781003545781-13/uncovering-complicated-plant-biological-networks-assistance-artificial-intelligence-tools-kamalakkannan-charulekha-agnishwar-girigoswami-koyeli-girigoswami-mani-manoj-pragya-pallavi-pemula-gowtham-asirvatham-alwin-robert-arumugam-vijaya-anand"", ""content_type"": ""text/html; charset=UTF-8""}]",,,,,,not_downloaded,Uncovering Complicated Plant Biological Networks through the Assistance of Artificial Intelligence Tools
,,1.0,4037,,,d37c46ea0525,"[{""status"": ""html_landing"", ""method"": ""record_url"", ""source_url"": ""https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781003629603-3&type=chapterpdf"", ""final_url"": ""https://www.taylorfrancis.com/chapters/edit/10.1201/9781003629603-3/artificial-intelligence-nanoscale-stimulations-plants-kuppusamy-bhagavathi-mani-manoj-priti-kumari-muthukrishnan-saradhadevi-gurupalraj-durai-muthu-mani-shanmugam-gavaskar-jeyabal-philomenathan-antony-prabhu-arumugam-vijaya-anand"", ""content_type"": ""text/html; charset=UTF-8""}]",,,,,,not_downloaded,Artificial Intelligence for Nanoscale Stimulations in Plants
,,1.0,4081,,,694131caaac4,"[{""candidate"": ""https://www.researchgate.net/profile/Sunny-Rao-2/publication/401125478_Causal_Discovery_in_Spatially-Resolved_Transcriptomics_via_Heterogeneous_Graph_Neural_Networks_for_Decoding_Tumor_Microenvironment_Interactions/links/699cf023ca66ef6ab99662cd/Causal-Discovery-in-Spatially-Resolved-Transcriptomics-via-Heterogeneous-Graph-Neural-Networks-for-Decoding-Tumor-Microenvironment-Interactions.pdf"", ""method"": ""record_url"", ""status_code"": 403, ""content_type"": ""text/html; charset=UTF-8"", ""impersonate"": ""safari17_0""}]",,,,,,not_downloaded,Causal Discovery in Spatially-Resolved Transcriptomics via Heterogeneous Graph Neural Networks for Decoding Tumor Microenvironment Interactions
,,1.0,4087,,,23e4dcb7fc2e,"[{""status"": ""html_landing"", ""method"": ""record_url"", ""source_url"": ""https://openarchive.ki.se/articles/thesis/Integrative_analysis_of_morphological_and_chemical_signatures_for_understanding_drug_perturbations_in_diverse_cancer_cell_models/30466082"", ""final_url"": ""https://openarchive.ki.se/articles/thesis/Integrative_analysis_of_morphological_and_chemical_signatures_for_understanding_drug_perturbations_in_diverse_cancer_cell_models/30466082"", ""content_type"": ""text/html; charset=UTF-8""}]",,,,,,not_downloaded,Integrative analysis of morphological and chemical signatures for understanding drug perturbations in diverse cancer cell models
,,1.0,4079,,,2a70e2b73454,"[{""candidate"": ""https://www.the-innovation.org/data/article/drugdiscovery/preview/pdf/TIDD-2026-0003.pdf"", ""method"": ""record_url"", ""status_code"": 200, ""content_type"": """"}]",,,,,,not_downloaded,Artificial Intelligence In The Rational Design Of Lipid Nanoparticles For mRNA Therapeutics
,,1.0,4112,,,a86a5642f932,"[{""candidate"": ""https://www.researchgate.net/profile/Ruiqi-Chen-28/publication/403524021_MID_A_Multi-Task_Deep_Learning_Approach_Integrating_Multi-Omics_and_Clinical_Data_for_Precision_Health/links/69d2aaad9f53d47411c48683/MID-A-Multi-Task-Deep-Learning-Approach-Integrating-Multi-Omics-and-Clinical-Data-for-Precision-Health.pdf"", ""method"": ""record_url"", ""status_code"": 403, ""content_type"": ""text/html; charset=UTF-8"", ""impersonate"": ""safari17_0""}]",,,,,,not_downloaded,MID: A Multi-Task Deep Learning Approach Integrating Multi-Omics and Clinical Data for Precision Health
,,1.0,4088,,,3cdb291ba551,"[{""candidate"": ""https://academic.oup.com/gpb/advance-article-abstract/doi/10.1093/gpbjnl/qzag022/8510723"", ""method"": ""record_url"", ""status_code"": 403, ""content_type"": ""text/html; charset=UTF-8"", ""impersonate"": ""safari17_0""}]",,,,,,not_downloaded,The 2025 Westlake Autumn Symposium for Al Proteomics and Virtual Cell
,,1.0,4113,,,0feffa9a08ee,"[{""status"": ""html_landing"", ""method"": ""record_url"", ""source_url"": ""https://books.google.com/books?hl=en&lr=&id=oujFEQAAQBAJ&oi=fnd&pg=PA8&dq=%22natural+language%22+%22single-cell%22+%22cell+type%22+foundation+model&ots=9v2BJlrfF_&sig=9JkAvjUxvEnY9gwcVBxSRPZ9_B8"", ""final_url"": ""https://books.google.bg/books?hl=en&lr=&id=oujFEQAAQBAJ&oi=fnd&pg=PA8&dq=%22natural+language%22+%22single-cell%22+%22cell+type%22+foundation+model&ots=9v2BJlrfF_&sig=9JkAvjUxvEnY9gwcVBxSRPZ9_B8&redir_esc=y"", ""content_type"": ""text/html; charset=UTF-8""}]",,,,,,not_downloaded,Next-Generation Computational Oncology: Language Models and Quantum Algorithms
,,1.0,4137,,,f4251a0180c6,"[{""candidate"": ""https://www.sciencedirect.com/science/article/pii/S2274580725003437"", ""method"": ""record_url"", ""status_code"": 403, ""content_type"": ""text/html; charset=UTF-8"", ""impersonate"": ""safari17_0""}]",,,,,,not_downloaded,The evolution of Alzheimer's target identification: Towards a fusion of artificial and cellular intelligence
,,1.0,4133,,,fea3d96c3ac7,"[{""status"": ""html_landing"", ""method"": ""record_url"", ""source_url"": ""https://books.google.com/books?hl=en&lr=&id=A9OxEQAAQBAJ&oi=fnd&pg=PA175&dq=multimodal+LLM+genomics+transcriptomics+%22foundation+model%22&ots=XLuOSloaal&sig=vJL0x5iS4FMSZSXE03Y3aINpc7I"", ""final_url"": ""https://books.google.bg/books?hl=en&lr=&id=A9OxEQAAQBAJ&oi=fnd&pg=PA175&dq=multimodal+LLM+genomics+transcriptomics+%22foundation+model%22&ots=XLuOSloaal&sig=vJL0x5iS4FMSZSXE03Y3aINpc7I&redir_esc=y"", ""content_type"": ""text/html; charset=UTF-8""}]",,,,,,not_downloaded,Inflammatory Diseases
,,1.0,4185,,,f0d9e54322e0,"[{""candidate"": ""https://www.researchgate.net/profile/Reid-Loveless/publication/399766343_The_role_of_artificial_intelligence_in_shaping_dentistry_through_advancement_in_data_acquisition_clinical_practice_education_and_research/links/69924c1f7247bc6473e0dbd2/The-role-of-artificial-intelligence-in-shaping-dentistry-through-advancement-in-data-acquisition-clinical-practice-education-and-research.pdf"", ""method"": ""record_url"", ""status_code"": 403, ""content_type"": ""text/html; charset=UTF-8"", ""impersonate"": ""safari17_0""}]",,,,,,not_downloaded,Dental Research
,,1.0,4176,,,6304c71c0aed,"[{""status"": ""html_landing"", ""method"": ""record_url"", ""source_url"": ""https://books.google.com/books?hl=en&lr=&id=2dfCEQAAQBAJ&oi=fnd&pg=PA124&dq=multimodal+LLM+genomics+transcriptomics+%22foundation+model%22&ots=scEES1iI4O&sig=CZHn97CKjQFQNZYAYe0f51NzbXA"", ""final_url"": ""https://books.google.bg/books?hl=en&lr=&id=2dfCEQAAQBAJ&oi=fnd&pg=PA124&dq=multimodal+LLM+genomics+transcriptomics+%22foundation+model%22&ots=scEES1iI4O&sig=CZHn97CKjQFQNZYAYe0f51NzbXA&redir_esc=y"", ""content_type"": ""text/html; charset=UTF-8""}]",,,,,,not_downloaded,Artificial intelligence in traditional
,,1.0,4189,,,6a695c0bb05c,"[{""candidate"": ""https://journals.lww.com/neurosurgery/citation/2026/04001/oral_presentations_of_the_2025_annual_meeting_of.11.aspx"", ""method"": ""record_url"", ""status_code"": 403, ""content_type"": ""text/html; charset=UTF-8"", ""impersonate"": ""safari17_0""}]",,,,,,not_downloaded,Oral Presentations of the 2025 Annual Meeting of the Congress of Neurological Surgeons
,,1.0,4219,,,bf1585c829db,"[{""candidate"": ""https://www.sciencedirect.com/science/article/pii/S0012160626000448"", ""method"": ""record_url"", ""status_code"": 403, ""content_type"": ""text/html; charset=UTF-8"", ""impersonate"": ""safari17_0""}]",,,,,,not_downloaded,The Halloween gene shadow is involved in embryonic development and postembryonic molting in the spider Parasteatoda tepidariorum
,,1.0,4205,,,f0e9cf700b5d,"[{""candidate"": ""https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394302406.ch02"", ""method"": ""record_url"", ""status_code"": 403, ""content_type"": ""text/html; charset=UTF-8"", ""impersonate"": ""safari17_0""}]",,,,,,not_downloaded,Reasoning in neurosymbolic AI
