status,record_id,old_route_id,current_route_id,score,accepted_by_rule,structural_core_equal,same_model_id,changed_controlled_fields,score_model_name,score_carrier_family,score_carrier_subtype,score_source_modality,score_lifecycle_phase,score_fusion_topology,score_text_role,score_source_object,score_model_visible_form,score_transformation_chain,score_task_or_configuration,score_route_label,score_evidence_quote,old_model_name,current_model_name,old_route_label,current_route_label,relationship,confidence,interpretation,old_configuration_id,current_configuration_id,old_model_id,current_model_id,best_candidate_route_id,best_candidate_score
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_2e5d29127a19,,,,,,,,,,,,,,,,,,,,PROCYON-SPLIT,,phenotype description text to question answering,,,,,config_cb7173bed416,,model_b1f724b128da,,route_caa6f466af38,0.71057
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_2f24a4c30a89,,,,,,,,,,,,,,,,,,,,PROCYON,,Drugbank Target,,,,,config_8d534f065f0d,,model_f8e766fddf66,,route_d5fcb8c41818,0.639619
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_3b2872d01e6b,,,,,,,,,,,,,,,,,,,,PROCYON,,bupropion structure to indication-specific drug target retrieval,,,,,config_1b7288b4a028,,model_f8e766fddf66,,route_4c1c9b303c55,0.561878
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_4d2339b221f1,,,,,,,,,,,,,,,,,,,,PROCYON,,Drugbank Transporter,,,,,config_04b1d2183a09,,model_f8e766fddf66,,route_23a47183c915,0.641692
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_53b657124efa,,,,,,,,,,,,,,,,,,,,PROCYON-SPLIT,,protein sequence to question answering,,,,,config_cb7173bed416,,model_b1f724b128da,,route_c4afa80469f5,0.78957
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_8cb1aeab92e4,,,,,,,,,,,,,,,,,,,,PROCYON-BIND,,protein-peptide complexes to PROCYON-BIND fine-tuning,,,,,config_fa9b3a593edf,,model_cde54244f9bc,,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_9f0216309247,,,,,,,,,,,,,,,,,,,,PROCYON,,miglitol structure to drug-binding domain retrieval,,,,,config_593d0c90bfbc,,model_f8e766fddf66,,route_4c1c9b303c55,0.573358
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_aa2dfc1201dd,,,,,,,,,,,,,,,,,,,,PROCYON-SPLIT,,protein structure to question answering,,,,,config_cb7173bed416,,model_b1f724b128da,,route_4c1c9b303c55,0.788837
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_b73e4f55ab11,,,,,,,,,,,,,,,,,,,,PROCYON-SPLIT,,small molecular structure to phenotype generation,,,,,config_0b319d328431,,model_b1f724b128da,,route_4c1c9b303c55,0.652142
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_c2fa4dc43561,,,,,,,,,,,,,,,,,,,,PROCYON,,GtoP,,,,,config_37acd65242bc,,model_f8e766fddf66,,route_1372c917a03e,0.613465
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000086,route_fc6e4f1c0080,,,,,,,,,,,,,,,,,,,,PROCYON,,Drugbank Enzyme,,,,,config_c0422a60cbdc,,model_f8e766fddf66,,route_d5fcb8c41818,0.637801
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_010f2669b2a2,,,,,,,,,,,,,,,,,,,,ProCyon,,GDA,,,,,config_5cc6d5f156ab,,model_f8e766fddf66,route_ecfcba054763,0.494809
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_058ac010dea2,,,,,,,,,,,,,,,,,,,,ProCyon,,Drug-protein interaction,,,,,config_dee28cec603c,,model_f8e766fddf66,,
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_0b1b43567b95,,,,,,,,,,,,,,,,,,,,ProCyon,,Protein function,,,,,config_c81d5d1f9649,,model_f8e766fddf66,route_fc03548c6fd1,0.508255
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_1372c917a03e,,,,,,,,,,,,,,,,,,,,ProCyon,,Few-shot,,,,,config_5f87d2b37166,,model_f8e766fddf66,route_fc03548c6fd1,0.653418
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_151e451d06e7,,,,,,,,,,,,,,,,,,,,ProCyon,,Four functions,,,,,config_242b4563b4b5,,model_f8e766fddf66,route_97aac4c25707,0.608936
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_17d54e15b5c5,,,,,,,,,,,,,,,,,,,,PROCYON,,Enzyme Commission,,,,,config_991a56245b75,,model_f8e766fddf66,route_fc6e4f1c0080,0.557942
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_18a49a03ed5f,,,,,,,,,,,,,,,,,,,,ProCyon,,GO Function,,,,,config_ef318b451e47,,model_f8e766fddf66,route_53b657124efa,0.47481
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_23a47183c915,,,,,,,,,,,,,,,,,,,,ProCyon,,Many-shot,,,,,config_5f87d2b37166,,model_f8e766fddf66,route_fc03548c6fd1,0.651944
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_35c4dd0a1c2f,,,,,,,,,,,,,,,,,,,,PROCYON,,Disease associated protein retrieval prompt,,,,,config_f27afc5252c3,,model_f8e766fddf66,route_cb8365af8d56,0.72654
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_3d1f794c8397,,,,,,,,,,,,,,,,,,,,ProCyon,,STRING Textmining,,,,,config_5cc6d5f156ab,,model_f8e766fddf66,route_f3764e1b6ce2,0.500214
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_3e07d92b7f4a,,,,,,,,,,,,,,,,,,,,PROCYON,,Protein interaction prediction prompt,,,,,config_e5d13f421ef7,,model_f8e766fddf66,route_cb8365af8d56,0.71588
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_45c11f118d39,,,,,,,,,,,,,,,,,,,,ProCyon,,Biological pathway,,,,,config_fd6d26b9af6e,,model_f8e766fddf66,,
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_4b1ea824da6c,,,,,,,,,,,,,,,,,,,,PROCYON-SPLIT,,Diagnostic Features,,,,,config_72c35ec819bd,,model_b1f724b128da,route_2e5d29127a19,0.631176
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_51fc1b08e24b,,,,,,,,,,,,,,,,,,,,ProCyon,,STRING Experimental,,,,,config_5cc6d5f156ab,,model_f8e766fddf66,route_f3764e1b6ce2,0.49441
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_5586550693cf,,,,,,,,,,,,,,,,,,,,ProCyon,,Literature,,,,,config_d8d53784b84e,,model_f8e766fddf66,route_ecfcba054763,0.588648
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_67104b9f17d9,,,,,,,,,,,,,,,,,,,,ProCyon,,Cellular component,,,,,config_0f578b47e332,,model_f8e766fddf66,,
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_67d60756e8b4,,,,,,,,,,,,,,,,,,,,ProCyon,,Drugbank Target,,,,,config_06361596bc98,,model_f8e766fddf66,route_af667f84cbef,0.472455
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_6b0e6e9a158c,,,,,,,,,,,,,,,,,,,,ProCyon,,Disease,,,,,config_2a0fd9641f9f,,model_f8e766fddf66,route_ecfcba054763,0.622791
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_6ea7a3e5f9c4,,,,,,,,,,,,,,,,,,,,PROCYON,,DisGeNET,,,,,config_991a56245b75,,model_f8e766fddf66,route_fc6e4f1c0080,0.569301
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_78cbb264c279,,,,,,,,,,,,,,,,,,,,PROCYON,,protein domains,,,,,config_404ae1a44c21,,model_f8e766fddf66,route_97aac4c25707,0.597047
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_7b76d04a0605,,,,,,,,,,,,,,,,,,,,PROCYON,,UniProt,,,,,config_991a56245b75,,model_f8e766fddf66,route_fc03548c6fd1,0.554251
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_7d3bbc8ca354,,,,,,,,,,,,,,,,,,,,ProCyon,,Drugbank Transporter,,,,,config_7bae17ec6575,,model_f8e766fddf66,route_53b657124efa,0.474684
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_935a12c569e2,,,,,,,,,,,,,,,,,,,,PROCYON,,OMIM,,,,,config_991a56245b75,,model_f8e766fddf66,route_fc03548c6fd1,0.541584
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_9a2e2f038920,,,,,,,,,,,,,,,,,,,,PROCYON,,PROCYON-INSTRUCT instruction example,,,,,config_a5406ac959eb,,model_f8e766fddf66,route_fc6e4f1c0080,0.56314
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_a141e53f4d01,,,,,,,,,,,,,,,,,,,,ProCyon,,Question answering,,,,,config_2b2272ce78af,,model_f8e766fddf66,route_fc03548c6fd1,0.514508
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_ba110b719918,,,,,,,,,,,,,,,,,,,,ProCyon,,GtoP,,,,,config_5c2cee1633c3,,model_f8e766fddf66,route_118ba39eeeec,0.456422
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_d5fcb8c41818,,,,,,,,,,,,,,,,,,,,ProCyon,,Precise function,,,,,config_7612559b9f05,,model_f8e766fddf66,route_2f24a4c30a89,0.639619
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_daf657937cea,,,,,,,,,,,,,,,,,,,,ProCyon,,Associated Features supporting Diagnosis,,,,,config_2a0fd9641f9f,,model_f8e766fddf66,route_ecfcba054763,0.627293
current_unmatched_added_or_split,full_2026-07-06__rec_000086,,route_f42fa0ac09e5,,,,,,,,,,,,,,,,,,,,PROCYON,,therapeutics,,,,,config_404ae1a44c21,,model_f8e766fddf66,route_fc03548c6fd1,0.597155
linked,full_2026-07-06__rec_000090,route_1b7ceea1e9c9,route_6054e5a31b07,0.668036,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.429907,0.273973,0.178344,0.43038,0.657143,0.338798,C2S-Scale,C2S-Scale,Perturbation effect prediction (L1000),L1000 bulk perturbation prediction,primary_one_to_one,moderate,probable_modified_route,config_bea3feb5ab73,config_02f830343904,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_2479101f01b8,route_6c6756ff33b1,0.734733,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.585366,0.484848,0.217054,1.0,0.796117,0.286822,C2S-Scale,C2S-Scale,Downstream: question answering from cell sentences,single-cell question answering from raw cell sentences,primary_one_to_one,moderate,probable_modified_route,config_e101a68fa73e,config_e101a68fa73e,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_2b527e1bafd6,route_d1fbf31866b4,0.765949,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.808989,0.485437,0.050955,1.0,0.567901,0.857143,C2S-Scale,C2S-Scale,Perturbation prediction: SciPlex3 single-cell,SciPlex3 drug perturbation prediction,primary_one_to_one,moderate,probable_modified_route,config_76990fdf8f04,config_76990fdf8f04,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_5ed81c86ba51,route_38607301656a,0.706678,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.655738,0.423529,0.153846,1.0,0.765957,0.864865,C2S-Scale,C2S-Scale,Downstream: cluster captioning,cluster captioning,primary_one_to_one,moderate,probable_modified_route,config_328922eb081f,config_328922eb081f,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_8f69059a7b28,route_26c7508ccc65,0.723917,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.382979,0.779661,0.086331,0.686567,0.433735,1.0,C2S-Scale,C2S-Scale,Spatial interaction prompts: CellPhoneDB,gene interaction-augmented spatial reasoning,primary_one_to_one,moderate,probable_modified_route,config_d3011b51ed73,config_2c9d4bb1b06f,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_9417f265a74f,route_4890ce7d64b4,0.667933,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.419048,0.440678,0.25641,0.271186,0.390244,0.339623,C2S-Scale,C2S-Scale,Perturbation effect prediction (SciPlex3),cell type annotation (downstream fine-tuning),primary_one_to_one,moderate,probable_modified_route,config_9372d7a0fd63,config_aa6fd5dcdc8b,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_9584117ff924,route_cba015cfd76f,0.726224,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.652174,1.0,0.218487,1.0,0.8,0.21673,C2S-Scale,C2S-Scale,Downstream: dataset interpretation,dataset interpretation,primary_one_to_one,moderate,probable_modified_route,config_f70f0e040253,config_f70f0e040253,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_9604d19a7f75,route_7cb2dbf173a7,0.673458,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.509091,0.526316,0.0,0.542056,0.568627,0.034091,C2S-Scale,C2S-Scale,Pretraining: single-cell language modeling,single-cell language modeling and conditional cell generation,primary_one_to_one,moderate,probable_modified_route,config_06373735b2b4,config_7de8c496a60a,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_b77bf57e5874,route_8b224797b192,0.719187,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.644444,0.583333,0.251572,0.446043,0.704545,0.2493,C2S-Scale,C2S-Scale,Spatial: neighborhood prediction,spatial neighborhood prediction and related spatial tasks,primary_one_to_one,moderate,probable_modified_route,config_1b4235839aeb,config_9c070c42984b,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_b981b2ae736d,route_d09976e7764b,0.65077,True,False,True,lifecycle_phase;fusion_topology,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.433735,0.52,0.282828,0.518519,0.467532,0.314286,C2S-Scale,C2S-Scale,Pretraining: conditional sample generation (cell type),cell generation (evaluation),primary_one_to_one,moderate,probable_modified_route,config_a4b62527a937,config_83d6ff91fa18,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_f4f2f139ae29,route_5000a33edeb7,0.667796,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.375,0.461538,0.384615,0.75,0.517241,0.013699,C2S-Scale,C2S-Scale,Pretraining: gene set naming,gene set enumeration and naming,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_d45a6c90f61c,config_93a6487f7864,model_79e042109d33,model_79e042109d33,,
linked,full_2026-07-06__rec_000090,route_f7d10083f690,route_ade35c66eb40,0.664817,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.255319,0.574074,0.180645,0.411765,0.8,0.169014,C2S-Scale,C2S-Scale,Perturbation prediction: cytokine stimulation PBMC,cytokine-stimulation perturbation prediction,primary_one_to_one,moderate,probable_modified_route,config_a13982325869,config_e995b9f3ef6c,model_79e042109d33,model_79e042109d33,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_05780717ffb3,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Downstream: spatial neighborhood prediction,,,,,config_1b4235839aeb,,model_79e042109d33,,route_8b224797b192,0.690324
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_200843544bed,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Downstream: conditional neighbor generation,,,,,config_c183f29c50dc,,model_79e042109d33,,route_8b224797b192,0.685627
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_481f87ec7741,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Downstream: question answering from text context,,,,,config_e101a68fa73e,,model_79e042109d33,,route_6c6756ff33b1,0.5466
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_5dd8299c8cd0,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Downstream: same niche prediction,,,,,config_e05628c202c5,,model_79e042109d33,,route_8b224797b192,0.711018
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_640621d6b361,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Perturbation effect prediction (PBMC),,,,,config_2eca438f07b3,,model_79e042109d33,,route_6c6756ff33b1,0.633954
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_72e7ee76953b,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Pretraining: gene set enumeration,,,,,config_cfc7b4daef3e,,model_79e042109d33,,route_5000a33edeb7,0.626344
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_75163aaf593d,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Pretraining: tissue sample annotation,,,,,config_aa411d005f6c,,model_79e042109d33,,route_92e25ae511ab,0.612956
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_7ed03b62b232,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Spatial interaction prompts: BioGRID,,,,,config_d3011b51ed73,,model_79e042109d33,,route_26c7508ccc65,0.722521
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_9d0b57fabfd2,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Spatial: same niche prediction,,,,,config_e05628c202c5,,model_79e042109d33,,route_8b224797b192,0.711377
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_000090,route_a3d219697f99,,,,,,,,,,,,,,,,,,,,C2S-Scale,,Pretraining: natural language interpretation,,,,,config_e952d5bdaa2f,,model_79e042109d33,,route_92e25ae511ab,0.60765
