action,reason,cluster_id,source_db,title,doi,matched_with_db,matched_with_title
NEW,No match found,21,pubmed,Multimodal deep learning for inflammatory bowel disease: a new frontier in cellular and molecular bi,10.1186/s13036-026-00637-w,,
NEW,No match found,22,pubmed,Artificial intelligence for precision oncology from phenotyping and drug discovery to clinical trans,10.1007/s12672-026-04864-x,,
NEW,No match found,23,pubmed,Hypoxia-related and immune phenotype-related fusion model for non-invasive prognostication of hepato,10.1136/gutjnl-2025-337938,,
NEW,No match found,24,pubmed,A foundation model for nucleotide sequences.,10.1093/nar/gkag083,,
NEW,No match found,25,pubmed,Multimodal deep learning improves cross-environment prediction of durum wheat yield components.,10.1186/s12870-026-08537-3,,
NEW,No match found,26,pubmed,Token-guided multimodal prognosis in hepatocellular carcinoma: a framework steered by tumour-stroma ,10.1136/gutjnl-2025-337945,,
NEW,No match found,27,pubmed,MuTriM: A multiscale deep learning model integrating longitudinal radiomics and pathomic features fo,10.1016/j.ejca.2026.116679,,
NEW,No match found,28,pubmed,"A Scoping Review of Machine Learning Applications for Diagnosis, Classification, and Prognosis in Lu",10.34067/KID.0000001196,,
NEW,No match found,29,pubmed,A generative explainable model for antimicrobial peptide prediction using bidirectional temporal con,10.1038/s41598-026-43370-6,,
NEW,No match found,30,pubmed,scCAPReSE: detection of large-scale genomic rearrangements from single-cell Hi-C based on few-shot l,10.1186/s44342-026-00069-4,,
NEW,No match found,31,pubmed,Illuminating cell states by a comprehensive and interpretable single cell foundation model.,10.1038/s41467-026-70071-5,,
NEW,No match found,32,pubmed,EPInformer: scalable and integrative prediction of gene expression from promoter-enhancer sequences ,10.1038/s41467-026-70535-8,,
NEW,No match found,33,pubmed,Deep Learning-Enabled Multi-Omics Integration: A New Frontier in Precise Drug Target Discovery.,10.3390/biology15050410,,
NEW,No match found,34,pubmed,Artificial intelligence assisted multi-model pathological diagnosis of breast cancer based on multis,10.1038/s41523-026-00915-2,,
NEW,No match found,35,pubmed,Cell-type-specific transposon demethylation and TAD remodeling in aging mouse brain.,10.1016/j.cell.2026.02.015,,
NEW,No match found,36,pubmed,Interpretable integration of unpaired multi-omics for Alzheimer's diagnosis via cross-modal transfor,10.1371/journal.pcbi.1014074,,
NEW,No match found,37,pubmed,Integrative analysis of mRNA stability regulation uncovers a metastasis-suppressive program in breas,10.1126/sciadv.aea9061,,
NEW,No match found,38,pubmed,MultiPert: An adversarial alignment and dual attention framework for single-cell multi-omics perturb,10.1371/journal.pcbi.1014054,,
NEW,No match found,39,pubmed,Toward total recall: Enhancing data FAIRness through AI-driven metadata standardization.,10.1093/gigascience/giag019,,
NEW,No match found,40,pubmed,Artificial intelligence models: transforming early diagnosis and precise treatment of gastrointestin,10.1186/s12943-026-02589-7,,
NEW,No match found,41,pubmed,"Spatial proteomics in precision medicine: technologies, bioinformatics, and translational applicatio",10.1093/pcmedi/pbaf040,,
NEW,No match found,42,pubmed,spRefine denoises and imputes spatial transcriptomic data with a reference-free framework powered by,10.1101/gr.281001.125,,
NEW,No match found,43,pubmed,ChromBERT: A foundation model for learning interpretable representations for context-specific transc,10.1016/j.xgen.2025.101130,,
NEW,No match found,44,pubmed,The DNA dialect: a comprehensive guide to pretrained genomic language models.,10.1038/s44320-025-00184-4,,
NEW,No match found,45,pubmed,"Artificial intelligence, machine learning and omic data integration in osteoarthritis.",10.1016/j.joca.2025.10.012,,
MERGE,DOI match: 10.3390/pharmaceutics18030329,10,scopus,AI-Driven Drug Discovery: Focus on Targets for Solid Tumors,10.3390/pharmaceutics18030329,pubmed,AI-Driven Drug Discovery: Focus on Targets for Solid Tumors.
MERGE,DOI match: 10.1002/mco2.70713,1,scopus,Single-Cell and Spatial Omics: Methods and Applications,10.1002/mco2.70713,pubmed,Single-Cell and Spatial Omics: Methods and Applications.
NEW,No match found,46,scopus,Multimodal AI agents for capturing and sharing proteomics laboratory practice,10.1038/s44320-025-00179-1,,
MERGE,DOI match: 10.1016/j.joca.2025.10.012,45,scopus,"Artificial intelligence, machine learning and omic data integration in osteoarthritis",10.1016/j.joca.2025.10.012,pubmed,"Artificial intelligence, machine learning and omic data integration in osteoarthritis."
NEW,No match found,47,scopus,From Bench to Bedside: Pushing Single-Cell to the Clinic through Interactive Data Platforms,10.1016/j.jid.2025.10.580,,
MERGE,DOI match: 10.1093/pcmedi/pbaf040,41,scopus,"Spatial proteomics in precision medicine: technologies, bioinformatics, and translational applicatio",10.1093/pcmedi/pbaf040,pubmed,"Spatial proteomics in precision medicine: technologies, bioinformatics, and translational applicatio"
MERGE,DOI match: 10.1371/journal.pcbi.1014074,36,scopus,Interpretable integration of unpaired multi-omics for Alzheimer's diagnosis via cross-modal transfor,10.1371/journal.pcbi.1014074,pubmed,Interpretable integration of unpaired multi-omics for Alzheimer's diagnosis via cross-modal transfor
MERGE,DOI match: 10.3390/biology15050410,33,scopus,Deep Learning-Enabled Multi-Omics Integration: A New Frontier in Precise Drug Target Discovery,10.3390/biology15050410,pubmed,Deep Learning-Enabled Multi-Omics Integration: A New Frontier in Precise Drug Target Discovery.
NEW,No match found,48,scopus,Bridging imaging and genomics: Domain knowledge guided spatial transcriptomics analysis,10.1016/j.inffus.2025.103746,,
NEW,No match found,49,scopus,Genomic perplexity and the evolution of context-dependent function,10.1093/molbev/msag041,,
MERGE,DOI match: 10.1126/sciadv.aea9061,37,scopus,Integrative analysis of mRNA stability regulation uncovers a metastasis-suppressive program in breas,10.1126/sciadv.aea9061,pubmed,Integrative analysis of mRNA stability regulation uncovers a metastasis-suppressive program in breas
NEW,No match found,50,scopus,Reconstructing Coherent Functional Landscape From Multi-Modal Multi-Slice Spatial Transcriptomics by,10.1002/advs.202520423,,
MERGE,DOI match: 10.1371/journal.pcbi.1014054,38,scopus,MultiPert: An adversarial alignment and dual attention framework for single-cell multi-omics perturb,10.1371/journal.pcbi.1014054,pubmed,MultiPert: An adversarial alignment and dual attention framework for single-cell multi-omics perturb
NEW,No match found,51,scopus,Integer linear programming for contrasting state interventions in Boolean networks,10.7717/peerj.20676,,
NEW,No match found,52,scopus,Hybrid Vision Transformer–CNN Framework for Alzheimer’s Disease Cell Type Classification: A Comparat,10.3390/jimaging12030098,,
NEW,No match found,53,scopus,Privacy-Preserving Multimodal Learning for Lung Cancer: FLiGenX-Net Combining CT Radiomics and Genom,10.3837/tiis.2026.03.004,,
MERGE,DOI match: 10.3390/diagnostics16060913,11,scopus,"Molecular Pathology, Artificial Intelligence, and New Technologies in Hematologic Diagnostics: Trans",10.3390/diagnostics16060913,pubmed,"Molecular Pathology, Artificial Intelligence, and New Technologies in Hematologic Diagnostics: Trans"
MERGE,DOI match: 10.3837/tiis.2026.03.004,53,scopus,Privacy-Preserving Multimodal Learning for Lung Cancer: FLiGenX-Net Combining CT Radiomics and Genom,10.3837/tiis.2026.03.004,scopus,Privacy-Preserving Multimodal Learning for Lung Cancer: FLiGenX-Net Combining CT Radiomics and Genom
NEW,No match found,54,scopus,"Early to Mature, Early to Detect: Artificial Intelligence in the Risk Prediction and Diagnosis of Pr",10.3390/reprodmed7010009,,
NEW,No match found,55,scopus,Artificial Intelligence in ALK-Rearranged NSCLC: Forecasting Response and Resistance,10.3390/cancers18060973,,
NEW,No match found,56,scopus,From classical machine learning to emerging foundation models: review on multimodal data integration,10.1007/s10462-026-11522-9,,
MERGE,DOI match: 10.3390/curroncol33030166,12,scopus,Current Applications and Future Directions of Artificial Intelligence in Prostate Cancer Diagnosis: ,10.3390/curroncol33030166,pubmed,Current Applications and Future Directions of Artificial Intelligence in Prostate Cancer Diagnosis: 
NEW,No match found,57,scopus,Multi-Scale Feature Mixing of Language Model Embeddings for Enhanced Prediction of Submitochondrial ,10.3390/a19030212,,
MERGE,DOI match: 10.1093/nar/gkag083,24,scopus,A foundation model for nucleotide sequences,10.1093/nar/gkag083,pubmed,A foundation model for nucleotide sequences.
NEW,No match found,58,scopus,Correction to: A comparison of integration methods for single-cell RNA sequencing data and ATAC sequ,10.1002/qub2.70023,,
NEW,No match found,59,scopus,"Quantum computing in medical diagnostics and treatment: A systematic review of trends, challenges an",10.1016/j.ibmed.2026.100356,,
MERGE,DOI match: 10.1038/s44320-025-00184-4,44,scopus,The DNA dialect: a comprehensive guide to pretrained genomic language models,10.1038/s44320-025-00184-4,pubmed,The DNA dialect: a comprehensive guide to pretrained genomic language models.
NEW,No match found,60,scopus,Yixin Yangshen Granules Target HIF−1 Signaling to Modulate the Neuroimmune Microenvironment in Alzhe,10.3390/ph19030502,,
MERGE,DOI match: 10.1093/bib/bbag110,18,scopus,"Large language model agents for biological intelligence across genomics, proteomics, spatial biology",10.1093/bib/bbag110,pubmed,"Large language model agents for biological intelligence across genomics, proteomics, spatial biology"
NEW,No match found,61,scopus,"Predicting inguinal lymph node metastasis in penile squamous cell carcinoma, from imaging, molecular",10.21037/tau-2025-742,,
NEW,No match found,62,scopus,Deep learning on histopathological images to predict breast cancer recurrence risk and chemotherapy ,10.1016/S1470-2045(25)00727-2,,
NEW,No match found,63,scopus,Ensemble-Based Multi-Class and Multi-Label Text Classification for Noisy Clinical Dialogues,10.3390/app16062645,,
NEW,No match found,64,semantic_scholar,Multimodal image analysis of cross-tissue cotton GBLTP gene expression Patterns,10.1117/12.3106782,,
NEW,No match found,65,semantic_scholar,Abstract 2711: Large-scale integration of single-nuclei and spatial transcriptomics from the ETOP BE,10.1158/1538-7445.am2026-2711,,
NEW,No match found,66,semantic_scholar,RNAElectra: An ELECTRA-Style RNA Foundation Model for RNA Regulatory Inference,10.64898/2026.03.15.711950,,
NEW,No match found,67,semantic_scholar,What Do Biological Foundation Models Compute? Sparse Autoencoders from Feature Recovery to Mechanist,10.64898/2026.03.04.709491,,
NEW,No match found,68,semantic_scholar,GenoBERT: A Language Model for Accurate Genotype Imputation,,,
NEW,No match found,69,semantic_scholar,Population health management fit lifecycles in analytics,10.3389/frai.2025.1496945,,
NEW,No match found,70,semantic_scholar,An Interpretable Machine Learning Framework for Non-Small Cell Lung Cancer Drug Response Analysis,,,
NEW,No match found,71,semantic_scholar,Deep learning models for diagnosing mood disorders using integrated MRI and genetic data,10.7717/peerj-cs.3562,,
NEW,No match found,72,semantic_scholar,OsteoFGRNet: Osteopontin-Driven Expression Profiling for Early Fetal Growth Restriction Analysis,10.1109/ACCESS.2025.3640590,,
NEW,No match found,73,semantic_scholar,From Data to Decisions: How Machine Learning and Generative Artificial Intelligence Are Redefining P,10.1002/orm2.70039,,
NEW,No match found,74,semantic_scholar,Integrated artificial intelligence frameworks in single-cell multiomics: From intelligent automation,10.36922/aih025010119,,
NEW,No match found,75,semantic_scholar,BOTANIC-0: a series of foundation models for plant genomic data,10.64898/2026.02.23.706817,,
NEW,No match found,76,semantic_scholar,Quantifying Memorization and Privacy Risks in Genomic Language Models,,,
NEW,No match found,77,semantic_scholar,Genomic language models improve cross-species gene expression prediction and accurately capture regu,10.64898/2026.02.27.708524,,
NEW,No match found,78,semantic_scholar,Harnessing the Power of artificial intelligence for clinical trials in cancer.,10.1080/14737140.2026.2642221,,
NEW,No match found,79,semantic_scholar,Decoding antibiotic modes of action from multimodal cellular responses,10.64898/2026.03.31.715570,,
NEW,No match found,80,semantic_scholar,The End of Aging Clocks: Training Foundation Models to Reason in Aging and Longevity,10.64898/2026.03.28.714980,,
NEW,No match found,81,semantic_scholar,Bacteriophage host prediction using a genome language model,10.64898/2026.03.19.712863,,
NEW,No match found,82,semantic_scholar,Skeletal muscle dysfunction induced by cancer immunotherapy: mechanistics insights and surgical impl,10.3389/fimmu.2026.1787374,,
NEW,No match found,83,semantic_scholar,Deep Learning-Based Survival Analysis and Recurrence Prediction in Breast Cancer Patients Using Clin,10.64060/jasr.v2i1.4,,
NEW,No match found,84,semantic_scholar,LazySlide: accessible and interoperable whole-slide image analysis.,10.1038/s41592-026-03044-7,,
NEW,No match found,85,semantic_scholar,Abstract 1214: SPACE: Spatially resolved multiomic analysis for high-throughput CRISPR screening in ,10.1158/1538-7445.am2026-1214,,
MERGE,DOI match: 10.64898/2026.03.05.709906,20,semantic_scholar,Application of large language models to the annotation of cell lines and mouse strains in genomics d,10.64898/2026.03.05.709906,pubmed,Application of large language models to the annotation of cell lines and mouse strains in genomics d
NEW,No match found,86,semantic_scholar,From natural templates to precision tools: Alkaloid-derived probes in elucidating signaling and dise,10.1016/j.talanta.2026.129690,,
NEW,No match found,87,semantic_scholar,Abstract 6883: An RNA-based survival model predicting real-world response to trastuzumab deruxtecan.,10.1158/1538-7445.am2026-6883,,
NEW,No match found,88,semantic_scholar,Optimizing genomic language models for promoter prediction: a comparative study of tokenization and ,10.1093/nargab/lqag025,,
NEW,No match found,89,semantic_scholar,Harnessing deep learning for the discovery of latent patterns in multi-omics medical data,10.53388/mdm202609004,,
NEW,No match found,90,semantic_scholar,"Outsmarting Metastatic Prostate Cancer: Integration of Imaging, Liquid Biopsies and Biomarkers With ",10.1177/15330338261440434,,
NEW,No match found,91,semantic_scholar,Abstract 4184: Multimodal deep learning framework for predicting clinically significant phenotypes i,10.1158/1538-7445.am2026-4184,,
NEW,No match found,92,semantic_scholar,Cross-Slice Knowledge Transfer via Masked Multi-Modal Heterogeneous Graph Contrastive Learning for S,,,
NEW,No match found,93,semantic_scholar,Leveraging Deep Learning to Construct a Programmed Cell Death-Driven Prognostic Signature in Acute M,10.3390/cimb48040354,,
NEW,No match found,94,semantic_scholar,"The role of multimodality in clinical disease diagnosis: advances, challenges, and opportunities",10.3389/fpubh.2026.1788454,,
NEW,No match found,95,semantic_scholar,AI for Scientific Discovery in Omics Data-Driven Precision Medicine.,,,
NEW,No match found,96,semantic_scholar,PersonalDDI: A Temporal-Causal Framework for Personalized Drug-Drug Interaction Prediction Using Exp,10.25258/ijddt.16.4.8,,
NEW,No match found,97,semantic_scholar,Abstract 4175: Neoantigen-guided TCR discovery pipeline to improve specificity and reduce off-target,10.1158/1538-7445.am2026-4175,,
NEW,No match found,98,semantic_scholar,"Optimal Transport in Single-Cell Multi-Omics Integration: Advances, Challenges, Limitations, and Fut",10.2174/0115748936426023251125113039,,
NEW,No match found,99,semantic_scholar,CD-Former: A Cross-modal Dual-interaction Transformer with Whole-Slide Image Pyramids and Genomics f,10.1109/tcsvt.2026.3672108,,
NEW,No match found,100,semantic_scholar,From nucleotides to semantics: genomic representation learning via joint-embedding predictive archit,10.64898/2026.04.02.716255,,
NEW,No match found,101,semantic_scholar,Improving genomic language model reliability under distribution shift,10.64898/2026.03.19.712858,,
MERGE,DOI match: 10.1038/s41598-026-43370-6,29,semantic_scholar,A generative explainable model for antimicrobial peptide prediction using bidirectional temporal con,10.1038/s41598-026-43370-6,pubmed,A generative explainable model for antimicrobial peptide prediction using bidirectional temporal con
NEW,No match found,102,semantic_scholar,Abstract 5465: Improving early cancer detection by training scalable deep neural networks to extract,10.1158/1538-7445.am2026-5465,,
NEW,No match found,103,semantic_scholar,Artificial Intelligence in Cardiovascular Medicine: A Giant Step in Personalized Medicine?,10.3390/jpm16040192,,
NEW,No match found,104,semantic_scholar,Abstract 1445: Predicting TCGA molecular subtypes of gastric cancer from H&E whole-slide images usin,10.1158/1538-7445.am2026-1445,,
NEW,No match found,105,semantic_scholar,DeepDTF: Dual-Branch Transformer Fusion for Multi-Omics Anticancer Drug Response Prediction,,,
MERGE,DOI match: 10.64898/2026.03.20.26348913,5,semantic_scholar,A deep-learning based biomarker of systemic cellular senescence burden to predict mortality and heal,10.64898/2026.03.20.26348913,pubmed,A deep-learning based biomarker of systemic cellular senescence burden to predict mortality and heal
MERGE,DOI match: 10.64898/2026.03.16.712056,14,semantic_scholar,SpatialFusion: A lightweight multimodal foundation model for pathway-informed spatial niche mapping,10.64898/2026.03.16.712056,pubmed,SpatialFusion: A lightweight multimodal foundation model for pathway-informed spatial niche mapping.
NEW,No match found,106,semantic_scholar,SpaCRD: Multimodal Deep Fusion of Histology and Spatial Transcriptomics for Cancer Region Detection,10.1609/aaai.v40i14.38135,,
NEW,No match found,107,semantic_scholar,Abstract 4218: ProteoBridge: Bridging skipped sections via histology-based protein prediction,10.1158/1538-7445.am2026-4218,,
NEW,No match found,108,semantic_scholar,A Deep Learning-Based Integrative Framework for Cancer Subtype Classification Leveraging Multi-Omics,10.15849/ijasca.v18i1.36,,
NEW,No match found,109,semantic_scholar,AI-Driven BCR Modeling for Precision Immunology,10.3390/ijms27073296,,
NEW,No match found,110,semantic_scholar,Decoupling Lineage and Intrinsic Information in Single-Cell Lineage Tracing Data with Deep Disentang,10.64898/2026.03.10.710716,,
NEW,No match found,111,semantic_scholar,Abstract 5490: Scalable and interpretable multimodal AI: Integrating imaging and genomics via image-,10.1158/1538-7445.am2026-5490,,
MERGE,DOI match: 10.1007/s12672-026-04864-x,22,semantic_scholar,Artificial intelligence for precision oncology from phenotyping and drug discovery to clinical trans,10.1007/s12672-026-04864-x,pubmed,Artificial intelligence for precision oncology from phenotyping and drug discovery to clinical trans
NEW,No match found,112,semantic_scholar,A Systematic Literature Review of Generative AI Approaches for Synthetic Clinical Data Generation: B,10.5220/0014769700004070,,
MERGE,DOI match: 10.1093/bib/bbag131,9,semantic_scholar,Toward next-generation machine learning and deep learning for spatial omics,10.1093/bib/bbag131,pubmed,Toward next-generation machine learning and deep learning for spatial omics.
MERGE,DOI match: 10.1186/s13036-026-00637-w,21,semantic_scholar,Multimodal deep learning for inflammatory bowel disease: a new frontier in cellular and molecular bi,10.1186/s13036-026-00637-w,pubmed,Multimodal deep learning for inflammatory bowel disease: a new frontier in cellular and molecular bi
NEW,No match found,113,semantic_scholar,"Enhanced Multimodal Transformer for Treatment-Resistant Depression Prediction Using Synthetic fMRI, ",10.4236/oalib.1114447,,
NEW,No match found,114,semantic_scholar,Mechanism-Aware Prediction of Tissue-Specific Drug Activity via Multi-Modal Biological Graphs,,,
NEW,No match found,115,semantic_scholar,PatchDNA: A Flexible and Biologically-Informed alternative to Tokenization for DNA,10.1101/2025.11.28.691095,,
NEW,No match found,116,semantic_scholar,Abstract 1056: Integrative multi-omics characterization and AI-driven biomarker discovery for NSCLC ,10.1158/1538-7445.am2026-1056,,
NEW,No match found,117,semantic_scholar,ELISA: An Interpretable Hybrid Generative AI Agent for Expression-Grounded Discovery in Single-Cell ,,,
NEW,No match found,118,semantic_scholar,Graph Attention Based Prioritization of Disease Responsible Genes from Multimodal Alzheimer's Networ,,,
NEW,No match found,119,semantic_scholar,FoundedPBI: Using Genomic Foundation Models to predict Phage-Bacterium Interactions,10.64898/2026.03.24.713871,,
MERGE,DOI match: 10.1186/s44342-026-00069-4,30,semantic_scholar,scCAPReSE: detection of large-scale genomic rearrangements from single-cell Hi-C based on few-shot l,10.1186/s44342-026-00069-4,pubmed,scCAPReSE: detection of large-scale genomic rearrangements from single-cell Hi-C based on few-shot l
NEW,No match found,120,semantic_scholar,Abstract 2687: First single slide spatially resolved multiomic integration of pancreatic cancer: Hig,10.1158/1538-7445.am2026-2687,,
NEW,No match found,121,semantic_scholar,AI approach to Education and Research Acceleration in Neuroscience and Nanomedicine,10.59231/sari7912,,
NEW,No match found,122,semantic_scholar,Abstract 5452: Deep learning enables matched-normal free estimation of tumor mutational burden from ,10.1158/1538-7445.am2026-5452,,
MERGE,DOI match: 10.1371/journal.pcbi.1014074,36,semantic_scholar,Interpretable integration of unpaired multi-omics for Alzheimer’s diagnosis via cross-modal transfor,10.1371/journal.pcbi.1014074,pubmed,Interpretable integration of unpaired multi-omics for Alzheimer's diagnosis via cross-modal transfor
NEW,No match found,123,semantic_scholar,Abstract 1293: A multimodal AI framework integrating spatial omics and radiomics for recurrence pred,10.1158/1538-7445.am2026-1293,,
MERGE,DOI match: 10.3389/fbinf.2026.1755412,2,semantic_scholar,Generative AI in drug repurposing and biomarker discovery: a multimodal approach,10.3389/fbinf.2026.1755412,pubmed,Generative AI in drug repurposing and biomarker discovery: a multimodal approach.
NEW,No match found,124,semantic_scholar,Abstract 4207: Omics-aware patch aggregation via multimodal co-training with a scalable multi-omics ,10.1158/1538-7445.am2026-4207,,
NEW,No match found,125,semantic_scholar,ST-LLM: Spatial Transcriptomics Embedding with Large Language Models,10.1609/aaai.v40i40.40713,,
NEW,No match found,126,semantic_scholar,A Quantum Edge Federated Graph Transformer for Generative and Causal Digital Twin Healthcare,10.48084/etasr.16010,,
NEW,No match found,127,semantic_scholar,"Good Rankings, Wrong Probabilities: A Calibration Audit of Multimodal Cancer Survival Models",,,
MERGE,DOI match: 10.1002/mco2.70713,1,semantic_scholar,Single‐Cell and Spatial Omics: Methods and Applications,10.1002/mco2.70713,pubmed,Single-Cell and Spatial Omics: Methods and Applications.
NEW,No match found,128,semantic_scholar,Computational Methods for Mass Spectrometry-Based Single-Cell Proteomics Data,10.4208/csiam-ls.so-2025-0031,,
MERGE,DOI match: 10.1371/journal.pcbi.1014054,38,semantic_scholar,MultiPert: An adversarial alignment and dual attention framework for single-cell multi-omics perturb,10.1371/journal.pcbi.1014054,pubmed,MultiPert: An adversarial alignment and dual attention framework for single-cell multi-omics perturb
NEW,No match found,129,semantic_scholar,Advances in ultrasound for preoperative molecular subtyping of malignant breast tumors,10.3389/fonc.2026.1774951,,
NEW,No match found,130,semantic_scholar,Orthogonal disentanglement of single-cell multi-omics reveals private and shared drivers of tissue d,10.1073/pnas.2519870123,,
NEW,No match found,131,semantic_scholar,Abstract 4210: Transformer and pretraining on external ehr cohort boosts infection risk prediction i,10.1158/1538-7445.am2026-4210,,
NEW,No match found,132,semantic_scholar,Abstract 3443: Tumor and microenvironmental co-evolution in metastatic triple-negative breast cancer,10.1158/1538-7445.am2026-3443,,
NEW,No match found,133,semantic_scholar,DNA fragment length analysis using machine learning assisted vibrational spectroscopy,10.64898/2026.02.27.708538,,
NEW,No match found,134,semantic_scholar,Abstract 4513: Structural surface protein targets for AML.,10.1158/1538-7445.am2026-4513,,
MERGE,DOI match: 10.1016/j.cell.2026.02.015,35,semantic_scholar,Cell-type-specific transposon demethylation and TAD remodeling in aging mouse brain.,10.1016/j.cell.2026.02.015,pubmed,Cell-type-specific transposon demethylation and TAD remodeling in aging mouse brain.
NEW,No match found,135,semantic_scholar,Artificial Intelligence–Enabled Prediction of Reversible Versus Irreversible Chemotherapy-Induced My,10.1097/crd.0000000000001268,,
NEW,No match found,136,semantic_scholar,Multimodal MRI and multiomics reveal high‐risk neurophenotype in brain‐gut circuits as therapeutic t,10.1002/inmd.70122,,
NEW,No match found,137,semantic_scholar,Abstract 71: Bridging histopathology and spatial transcriptomics for comprehensive tumor microenviro,10.1158/1538-7445.am2026-71,,
NEW,No match found,138,semantic_scholar,ncProFormer: A CNN-enhanced Transformer for ncRNA Coding-Potential Prediction.,10.1021/acs.jcim.6c00056,,
NEW,No match found,139,semantic_scholar,Abstract 2729: The selective landscape of somatic mutations encodes histopathological information in,10.1158/1538-7445.am2026-2729,,
NEW,No match found,140,semantic_scholar,Neurosurgical Application of Artificial Intelligence in Pediatric Neuro-Oncology,10.3340/jkns.2026.0085,,
NEW,No match found,141,semantic_scholar,Abstract 1014: Multimodal AI predicts immune checkpoint inhibitor response from clinically available,10.1158/1538-7445.am2026-1014,,
NEW,No match found,142,semantic_scholar,Abstract 6908: Large-scale patient cohorts integration via a novel Bayesian transfer learning framew,10.1158/1538-7445.am2026-6908,,
NEW,No match found,143,semantic_scholar,Abstract 1482: A deep learning-based multimodal integration framework for clinical outcome predictio,10.1158/1538-7445.am2026-1482,,
NEW,No match found,144,semantic_scholar,Artificial Intelligence Approaches in Toxicology,10.46610/jabp.2026.v08i01.002,,
NEW,No match found,145,semantic_scholar,"Personalizing Federated Learning Models: Methods, Applications, and Challenges in Healthcare 5.0",10.1109/MCOMSTD.2025.3610620,,
MERGE,DOI match: 10.3390/diagnostics16060913,11,semantic_scholar,"Molecular Pathology, Artificial Intelligence, and New Technologies in Hematologic Diagnostics: Trans",10.3390/diagnostics16060913,pubmed,"Molecular Pathology, Artificial Intelligence, and New Technologies in Hematologic Diagnostics: Trans"
NEW,No match found,146,semantic_scholar,Tokenization to Transfer: Do Genomic Foundation Models Learn Good Representations?,10.1101/2024.12.18.628606,,
NEW,No match found,147,semantic_scholar,Abstract 2112: Image activated cell sorting reveals distinct morpholomic manifolds in breast cancer ,10.1158/1538-7445.am2026-2112,,
NEW,No match found,148,semantic_scholar,LAMBDA: A Prophage Detection Benchmark for Genomic Language Models,10.64898/2026.03.26.714501,,
NEW,No match found,149,semantic_scholar,AI-driven integration and optimization of medicinal plant multi-omics metabolic networks,10.3389/fpls.2026.1756809,,
MERGE,DOI match: 10.3390/pharmaceutics18030329,10,semantic_scholar,AI-Driven Drug Discovery: Focus on Targets for Solid Tumors,10.3390/pharmaceutics18030329,pubmed,AI-Driven Drug Discovery: Focus on Targets for Solid Tumors.
NEW,No match found,150,semantic_scholar,Depolymerase Prediction with Protein Language Model Embeddings and Simple Contrastive Augmentation,10.2174/0115748936420762251203203554,,
NEW,No match found,151,semantic_scholar,An integrated single cell and spatial omics atlas of human prenatal development,10.64898/2026.03.30.714220,,
