candidate_id,source_record_id,title,doi,source_document,source_document_sha256,source_document_kind,source_pdf,profile_status,document_identity_status,document_identity_evidence,profile_kind,docling_json,docling_json_sha256,markdown,markdown_sha256,figures_manifest,figures_manifest_sha256,figure_count,picture_description_count,scientific_figure_count,non_scientific_image_count,chunks,chunks_status,picture_description_backend,picture_description_model,picture_description_area_threshold,picture_description_max_tokens,picture_description_scale,cohort_manifest_source
full_2026-07-06__rec_001200,rec_001200,Systematic discovery of single-cell protein networks in cancer with Shusi,10.1101/2025.04.27.649905,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001200.pdf,823fd84bb0401d766a2dda94472183ca0d710e863f8905d34896ebf5bc83feea,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001200.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Systematic discovery of single-cell protein networks in cancer with Shusi"", ""Abstract"", ""Introduction"", ""Results"", ""The Shusi model"", ""Performance evaluations of Shusi""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001200_07a2a3f7e205.docling.json,e3d7d5972fe05a774c46510ac42218f3820f63ffcaae6ec7878008427f6048c7,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001200_07a2a3f7e205.md,3b0d799ef00a46f379d70550af42a9dc08e3b613c6f77f98be4ff9de47352cc6,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001200_07a2a3f7e205/figures_manifest.json,9dab767332603a9695fe43114253029a52f517807c92c75354cfff5b571b7081,6,6,6,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001218,rec_001218,Any-to-Any Learning in Computational Pathology via Triplet Multimodal Pretraining,10.48550/arXiv.2505.12711,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001218.pdf,482f25236321fd996f9d2be29bc61eaba8c768c7bb51467887b292bf67def4ab,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001218.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Any-to-Any Learning in Computational Pathology via Triplet Multimodal Pretraining"", ""Abstract"", ""1 Introduction"", ""2 Related Work"", ""3 Method"", ""3.1 Problem Formulation"", ""3.2 Modality Encoder"", ""3.3 Fusion Architecture""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001218_da83e96a8915.docling.json,4c0c6cb6b9eed9f35eef33fb382b2804c8d65661d288ae825a7d968aa6131af8,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001218_da83e96a8915.md,d420555a46cddf272cc3df23f0a950d320448423d87056252f3ecf36763efa48,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001218_da83e96a8915/figures_manifest.json,9904c8f424be1768bed48fa4f3579aa82d95250542e09f7c17046f85504e4f68,5,5,5,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001277,rec_001277,WITHDRAWN: OKR-Cell: Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training,10.64898/2026.01.09.698573,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001277.pdf,3fa3c481fbe15e348c776fead5d7c1f831eab5493ef2f23291e75ee9f3f9fe51,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001277.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": false, ""best_heading_title_similarity"": 0.917749, ""title_token_coverage_in_first_20000_chars"": 0.941176, ""front_heading_candidates"": [""Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training"", ""Abstract"", ""1 Introduction"", ""2 Results"", ""2.1 Method Overview"", ""2.1.1 Model Architecture"", ""2.1.2 Pre-training Objective and Pipeline"", ""2.2 Comprehensive Evaluation of The Cell Representation Capacity of scFMs"", ""2.3 Cell Type Annotation""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001277_8e87e5eae10d.docling.json,5f2006254c9771497570305b1df1321db0631316e752464e77f9e6031ed6b5b6,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001277_8e87e5eae10d.md,8ec88f85320b33a0d0923b4112b1e1c83af3e2cbba1910ade370366e0d1e0e03,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001277_8e87e5eae10d/figures_manifest.json,c76521fd1d40d506994d89fd51bdf3788c216fb3019cd6e74997508a5af2b095,7,7,7,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001319,rec_001319,A Multi-Modal AI Copilot for Single-Cell Analysis with Instruction Following,10.48550/arXiv.2501.08187,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001319.pdf,04c523a9ad928a669120d325ebcdb4840686ab1468d333efa3ee66ed7a43e959,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001319.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""A Multi-Modal AI Copilot for Single-Cell Analysis with Instruction Following"", ""Abstract"", ""Main"", ""Results"", ""Overview of InstructCell"", ""InstructCell enables conditional pseudo-cell generation""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001319_afbdc8a8325b.docling.json,237d1837674ee15918509ebf1aff8a560a6f18137ee9ad26728f26e248abfd88,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001319_afbdc8a8325b.md,9442435e5ff7dabb8501d9cf29984eec0e182662c142dc9f174563e1d08a5d59,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001319_afbdc8a8325b/figures_manifest.json,875829fd9a5405710625edc2b146926e077f59bf942517ce96421ba955645841,11,11,11,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001343,rec_001343,A General Single-Cell Analysis Framework via Conditional Diffusion Generative Models,10.1101/2023.10.13.562243,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001343.pdf,f6f93ed5ccaf2430ebca5fe38f6245e1ab0e65457d53af088d0638f04b006721,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001343.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": true, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""A GENERAL SINGLE-CELL ANALYSIS FRAMEWORK VIA CONDITIONAL DIFFUSION GENERATIVE MODELS"", ""ABSTRACT"", ""1 INTRODUCTION"", ""2 A GENERAL POSTERIOR ESTIMATION FRAMEWORK"", ""2.1 SINGLE-CELL TASKS AS POSTERIOR ESTIMATION"", ""2.2 CONDITIONAL DIFFUSION MODEL FOR POSTERIOR ESTIMATION"", ""3 RELATED WORK""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001343_6968c1123911.docling.json,8dae958d6c4e72970ffd6b3d3a4f941ddd0943993f28d68cba137cb02e242c0a,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001343_6968c1123911.md,db842be1d044603963836d9c54c6789141c50b58db7c6ec88f918d75a4ae4526,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001343_6968c1123911/figures_manifest.json,af763b7dae1340232cd68f5d75588fa25a07f58af897eacd309578dfc58c9ad0,7,7,7,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001352,rec_001352,Towards Generalist Biomedical AI,10.48550/arXiv.2307.14334,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001352.pdf,dcc3a0f653466b08e62bfe33f20d50ca04b5bcd52b571fe4092c3ac0d063c789,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001352.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Towards Generalist Biomedical AI"", ""1 Introduction"", ""2 Related Work"", ""2.1 Foundation models, multimodality, and generalists"", ""2.2 Multimodal foundation models in biomedicine"", ""2.3 Multimodal medical AI benchmarks"", ""3 MultiMedBench: A Benchmark for Generalist Biomedical AI""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001352_bac85e136100.docling.json,c27a65cbb8c1f4e356241b06942f6dffe4711ed072a260ce0e01913e3fe987a7,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001352_bac85e136100.md,27c1da38c6343d1b635c51a280308b8ca34685674283050e2c1cbcf542fd450b,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001352_bac85e136100/figures_manifest.json,0dd233bf709ffa8196b619886d1b5642d34753ae2cbefd9c2e5b04ba92811bff,21,21,18,3,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001381,rec_001381,Language-Enhanced Representation Learning for Single-Cell Transcriptomics,,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001381.pdf,b1a14167abdd7e0ef2b12aebcc4b2d347dcf59f2064b9c87e60d124ab0a06222,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001381.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Language-Enhanced Representation Learning for Single-Cell Transcriptomics"", ""Abstract"", ""1 Introduction"", ""2 Related Works""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001381_9e666a0934af.docling.json,92eb734b52bc838fa4f90487320505a1cc27be3ababfa146c0d0b9feb349f1f2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001381_9e666a0934af.md,ed633f8ee9b986a22eacdd2674573bb46c7a8156a57e555d6382c39e92c2b7f1,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001381_9e666a0934af/figures_manifest.json,968784d861ff88f494e522a27169e207d7683a7450e47fefb0c1d8f3185eb3b2,14,14,13,1,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001519,rec_001519,BioGPT: A Generative Transformer-Based Framework for Personalized Genomic Medicine and Rare Disease Diagnosis,10.58496/mjaih/2025/015,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001519.pdf,a3394b2f036192d7cb9626d2e7d0a59765a2b9b395ab8876736ccca4b8e313be,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001519.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": true, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 0.291971, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Research Article"", ""A R T I C L E  I N   F   O"", ""A B S T R A C T"", ""1. INTRODUCTION"", ""Mesopotamian Journal of Artificial Intelligence in Healthcare Vol.2025, pp . 154 -164"", ""2. RELATED WORK"", ""3. PROPOSED SYSTEM: BIOGPT FRAMEWORK"", ""3.1 System Overview"", ""3.2 Input Modalities"", ""3.3 Embedding and Representation"", ""3.4 Multi-Modal Fusion"", ""3.5 Pretraining Objectives"", ""3.6 Fine-Tuning for Diagnosis"", ""3.7 Generative Decoding"", ""3.8 Interpretability via Attention"", ""4. EXPERIMENTAL SETUP"", ""4.1 Datasets"", ""4.2 Data Preprocessing""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001519_57bf8abbd7af.docling.json,37a6f784cb254f568c9ce9be0c38247604e0aad49f71b6399f0325755efee214,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001519_57bf8abbd7af.md,e1c9a25c1668cbf214010d7dbc7ccdc3d9abdd99e83de9a02e4cb0db95e0a8e1,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001519_57bf8abbd7af/figures_manifest.json,808e616929ea60688fb47eff4e0c76cb6dd6b46afa8a584c34365dcb9f2941f1,11,11,5,6,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001617,rec_001617,Cell-o1: Training LLMs to Solve Single-Cell Reasoning Puzzles with Reinforcement Learning,10.48550/arXiv.2506.02911,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001617.pdf,cf5752bb6575c57efe014c5172116b55dacd95b8c4832c8dc479de2417d6e300,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001617.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Cell-o1 : Training LLMs to Solve Single-Cell Reasoning Puzzles with Reinforcement Learning"", ""Abstract"", ""1 Introduction"", ""2 Related Work"", ""3 CellPuzzles : Batch-Level Reasoning for Cell Type Annotation"", ""4 Cell-o1 : Large Reasoning Model for Cell Batch Annotation""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001617_76b0056d59c3.docling.json,85476253adc3c60bffa77267780eec9d99a3a11f451579d452d8ff11cfd8aab5,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001617_76b0056d59c3.md,60fa8fb78d7dfae5162b4acfafe1fc46028dcdb5644abe93b1035a28f3aaa75b,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001617_76b0056d59c3/figures_manifest.json,920f5a77bc4cf0619adea4e2e9bb6f3d14d3de0b469dc0cea405625b77be0a79,24,24,7,17,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001687,rec_001687,CaLMFlow: Volterra Flow Matching using Causal Language Models,10.48550/arXiv.2410.05292,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001687.pdf,cc9584c83bc69c038ae67de814c1dcc1473af00f042ace5e49feba4e7e990337,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001687.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""CALMFLOW: VOLTERRA FLOW MATCHING USING CAUSAL LANGUAGE MODELS"", ""ABSTRACT"", ""1 INTRODUCTION"", ""2 RELATED WORK"", ""3 VOLTERRA FLOW MATCHING"", ""3.1 FLOW MATCHING AS VOLTERRA INTEGRAL EQUATIONS"", ""3.2 SOLVING VOLTERRA INTEGRAL EQUATIONS WITH CAUSAL LANGUAGE MODELS"", ""3.3 CONTINUOUS SPACE TOKENS VIA VARIATIONAL DECODING"", ""4 SPATIOTEMPORAL AND MULTI-TRAJECTORY TOKENIZATION"", ""4.1 SPATIOTEMPORAL TOKENIZATION"", ""4.2 MULTI-TRAJECTORY TOKENIZATION"", ""5 EXPERIMENTS"", ""5.1 SYNTHETIC DATASETS"", ""5.1.1 HIGH DIMENSIONAL DATA""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001687_a48c004d6e93.docling.json,eb12ff2059fa0e38cdce85361a455311317b644b0ff9ca1c0c83e4c882b29bf9,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001687_a48c004d6e93.md,05fd12230e235f0cd6b5dc94dbf0a52cce2db2b5d5158bb9803f4a9b4b0cf854,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001687_a48c004d6e93/figures_manifest.json,2f752b5caa279ebd17266c91b2e233be95175d68e30da8617e592fff3bfa8090,9,9,9,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001773,rec_001773,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning,10.48550/arXiv.2502.03499,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001773.pdf,8bb6335335d62a00cacdb60af481d932dc2cdb3edcc2b486f912611b220136b1,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001773.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning"", ""Abstract"", ""1. Introduction"", ""In summary, our contributions are three-fold :"", ""2. Preliminaries and Notations"", ""2.1. Genomic Sequence Modeling"", ""2.2. Supervised Finetuning"", ""3. Approach"", ""3.1. Pretraining"", ""3.2. Cross-modal Multi-task Finetuning"", ""Algorithm 1 Cross-modal Multi-task Finetuning""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001773_811a9966d4e1.docling.json,603da9eb1f9acc15bab0fada4d96baf018702c50266173afbdd53d593703762e,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001773_811a9966d4e1.md,b93b25b720e1308255fc8af0a93804ae01299aa6c53f15a620c9c41e84e771b6,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001773_811a9966d4e1/figures_manifest.json,68db45263c70e1404cf25fc06e8d8c9554361449dcd30f2e767e1a0d0b6789a5,9,9,8,1,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001830,rec_001830,Rethinking Genomic Modeling Through Optical Character Recognition,,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001830.pdf,00315dd5c71b9419dd7fd036927e98552a8be4ba0ee32ec74ee006666a1f72d1,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001830.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Rethinking Genomic Modeling Through Optical Character Recognition"", ""Abstract"", ""1. Introduction"", ""Limitation 2: lack of understanding-driven compression."", ""2. Related Work"", ""2.1. Sequence-based Genomic Foundation Models"", ""2.2. Optical Character Recognition Models"", ""3. OpticalDNA"", ""3.1. Problem Formulation and Method Overview"", ""3.2. DNA Document Generation"", ""3.3. OCR-Style Prompted Pretraining Tasks""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001830_eb50f2bf58e6.docling.json,476b156672334695f0676f77f3fa7b3bebd7f653ed8b99a3b253bfc0d297ab38,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001830_eb50f2bf58e6.md,059f83adbc73e5863317629bf0e95ecaba8cfd4825396890dd6ceed33ba925ec,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001830_eb50f2bf58e6/figures_manifest.json,b195f02d296c07a20cd299bb09a0d4eaf795fb12efbaac2296bf737580cacb32,17,17,11,6,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
