cluster_id,title,doi,preprint_doi,pmid,arxiv_id,url,year,venue,abstract,sources,deepseek_current_rep1,deepseek_current_rep2,gpt_oss_current_rep1,gpt_oss_current_rep2,nemotron_current_rep1,nemotron_current_rep2_partial
786,CancerFusionPrompt: A Novel Framework for Multimodal Cancer Subtype Classification Using Vision-Language Model,10.1111/exsy.70039,,,,,2025.0,Expert Systems,"Cancer subtype classification plays a pivotal role in personalised medicine, requiring the integration of diverse data types. Traditional prompting methods in vision‐language models fail to fully leverage multimodal data, particularly when working with minimal labelled data.",['scopus'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
825,Clearing the path for whole-mount labeling and quantification of neuron and vessel density in adipose tissue,10.1242/jcs.263438,,,,,2025.0,Journal of Cell Science,"ABSTRACT White adipose tissue (WAT) comprises a plethora of cell types beyond adipocytes forming a regulatory network that ensures systemic energy homeostasis. Intertissue communication is facilitated by metabolites and signaling molecules that are spread by vasculature and nerves. Previous works have indicated that WAT responds to environmental cues by adapting the abundance of these ‘communication routes’; however, the high intra-tissue heterogeneity questions the informative value of bulk or single-cell analyses and underscores the necessity of whole-mount imaging. The applicability of whole-mount WAT-imaging is currently limited by two factors – (1) methanol-based tissue clearing protocols restrict the usable antibody portfolio to methanol-resistant antibodies and (2) the vast amounts of data resulting from 3D imaging of whole-tissue samples require high computational expertise and advanced equipment. Here, we present a protocol for whole-mount WAT clearing, overcoming the constraints of antibody-methanol sensitivity. Additionally, we introduce TiNeQuant (for ‘tissue network quantifier’) a Fiji tool for automated 3D quantification of neuron or vascular network density, which we have made freely available. Given TiNeQuants versatility beyond WAT, it simplifies future efforts studying neuronal or vascular alterations in numerous pathologies.",['scopus'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
828,Quantum-entangled neuro-symbolic swarm federation for privacy-preserving IoMT-driven multimodal healthcare,10.1038/s41598-025-31820-6,,41366026.0,,,2025.0,Scientific Reports,"The integration of Internet of Medical Things (IoMT) ecosystems with multimodal data, real-time sensors, fMRI/EEG, genomics, and clinical text, holds transformative potential for rare disease diagnostics and personalized medicine. However, ultra-scarce datasets (\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$n < 15$$\end{document} per institution), quantum-era threats (e.g., Shor and Grover algorithms), and stringent regulatory requirements expose critical limitations in centralized AI and classical federated learning. To address these challenges, we propose the Quantum-Entangled Neuro-Symbolic Swarm Federation (QENSSF), a pioneering framework that unifies quantum-entangled differential privacy (QEDP), neuro-symbolic swarm intelligence, and privacy-aware large language model (LLM) fine-tuning within an IoMT-driven architecture. QENSSF introduces four foundational innovations: (1) QEDP, leveraging 9-qubit W-states and variational quantum circuits to achieve \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$(\epsilon ,\delta )$$\end{document}-differential privacy with \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\epsilon =0.08$$\end{document}–0.17 and \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\delta =10^{-17}$$\end{document}, resilient to quantum inference attacks; (2) Neuro-symbolic swarm agents that fuse CNNs, GNNs, LSTMs, and Transformers with symbolic logic, optimized via Quantum-Entangled Particle Swarm Optimization for \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$O(\log (1/\epsilon ))$$\end{document} convergence; (3) Federated LLM adaptation using QEDP-masked gradients and symbolic guards to prevent hallucination-induced leaks; and (4) Ethical, explainable AI via dynamic knowledge graphs secured by quantum multi-party computation. Evaluated on IBM’s 127-qubit Eagle processor (\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$QV=128$$\end{document}, \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$F_{\text {gate}}=0.995$$\end{document}) and 128 NVIDIA A100 GPUs across synthetic and real-world datasets (ADNI, UK Biobank, MIMIC-IV), QENSSF achieves 45% higher F1-score, 30% improved ROUGE-L, and \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$<0.5\%$$\end{document} attack success rate under membership inference. It delivers 6.3 million ops/s (58% faster than FedAvg), consumes only 0.38 kWh (52% less energy), reduces communication overhead to 2.1 Mb/iter (66% lower), and attains 99% fault recovery, all while ensuring regulatory compliance and clinician-trustworthy explanations. QENSSF sets a new standard for secure, efficient, and interpretable AI in resource-constrained, privacy-sensitive healthcare environments.","['scopus', 'semantic_scholar', 'springernature']",EXCLUDE,EXCLUDE,EXCLUDE,INCLUDE,UNCERTAIN,INCLUDE
830,Multi-view sparse attention network for glioma survival risk prediction,10.1002/mp.17774,,,,,2025.0,Medical Physics,"Predicting the survival risk of gliomas is vital for personalized treatment plans. The latest survival risk prediction methods primarily rely on histopathology and genomics, which are invasive and costly. However, predicting survival risk based on non‐invasive Magnetic Resonance Imaging (MRI) or handcrafted radiomics (HCRs) and clinical features has remained a challenge. The fusion of multi‐view, non‐invasive information holds the potential to improve risk prediction. Additionally, existing survival risk prediction methods typically depend on the Cox partial log‐likelihood loss as their main optimization criterion, which may overlook the survival rankings among gliomas, leading to discrepancies between risk prediction and actual outcomes.",['scopus'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
836,An expandable synthetic library of human paired antibody sequences,10.1371/journal.pcbi.1012932,,,,,2025.0,Plos Computational Biology,"The potential diversity in the global repertoire of human antibody sequences is currently not well understood due to the limited existing paired antibody heavy-light chain sequence data that has been hindered by the low throughput and high costs of current single-cell sequencing methods. Here, we report IgHuAb, a large language model for high-throughput generation of paired human antibody sequences. Using IgHuAb, we created SynAbLib, a synthetic human antibody library that mimics population-level features of naturally occurring human antibody sequences, yet is associated with significantly greater diversity in sequence space. Further, experimental validation of a diverse set of antibodies from SynAbLib showed robust expression yields. IgHuAb and SynAbLib provide a readily expandable platform for human monoclonal antibody generation that can be efficiently mined for antibody sequences with target properties.",['scopus'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
854,Deep learning for scene understanding in mitochondrial dysregulation and blood cancer diagnosis,10.3389/fonc.2025.1609851,,41158859.0,,,2025.0,Frontiers in Oncology,"Introduction Deep learning has emerged as a transformative tool in biomedical research, particularly in understanding disease mechanisms and enhancing diagnostic precision. Mitochondrial dysfunction has been increasingly recognized as a critical factor in hematological malignancies, necessitating advanced computational models to extract meaningful insights from complex biological and clinical data. Traditional diagnostic approaches rely heavily on histopathological examination and molecular profiling, yet they often suffer from subjectivity, limited scalability, and challenges in integrating multimodal data sources. Methods To address these limitations, we propose a novel deep learning framework that integrates medical imaging, genomic information, and clinical parameters for comprehensive scene understanding in mitochondrial dysregulation-related blood cancers. Our methodology combines self supervised learning, vision transformers, and graph neural networks to extract and fuse modality-specific features. The model architecture includes dedicated encoders for visual, genomic, and clinical data, which are integrated using an attention-based multimodal fusion mechanism. Adversarial domain adaptation and uncertainty quantification modules are incorporated to enhance generalizability and decision reliability. Our model employs a multimodal fusion strategy with attention-based learning mechanisms to enhance predictive accuracy and interpretability. Adversarial domain adaptation ensures robustness across heterogeneous datasets, while uncertainty quantification techniques provide reliable decision support for personalized treatment strategies. Results and discussion Experimental results demonstrate significant improvements in classification performance, with our approach outperforming conventional machine learning and rule-based diagnostic systems. By leveraging deep learning for enhanced scene understanding, this work contributes to a more precise and scalable framework for the early detection and management of blood cancers.","['scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
882,Multimodal learning enables chat-based exploration of single-cell data,10.1038/s41587-025-02857-9,,41219484.0,,,2025.0,Nature Biotechnology,"CellWhisperer uses multimodal learning of transcriptomes and text to answer questions about single-cell RNA-sequencing data. Single-cell sequencing characterizes biological samples at unprecedented scale and detail, but data interpretation remains challenging. Here, we present CellWhisperer, an artificial intelligence (AI) model and software tool for chat-based interrogation of gene expression. We establish a multimodal embedding of transcriptomes and their textual annotations, using contrastive learning on 1 million RNA sequencing profiles with AI-curated descriptions. This embedding informs a large language model that answers user-provided questions about cells and genes in natural-language chats. We benchmark CellWhisperer’s performance for zero-shot prediction of cell types and other biological annotations and demonstrate its use for biological discovery in a meta-analysis of human embryonic development. We integrate a CellWhisperer chat box with the CELLxGENE browser, allowing users to interactively explore gene expression through a combined graphical and chat interface. In summary, CellWhisperer leverages large community-scale data repositories to connect transcriptomes and text, thereby enabling interactive exploration of single-cell RNA-sequencing data with natural-language chats.","['google_scholar', 'scopus', 'semantic_scholar', 'springernature']",INCLUDE,INCLUDE,INCLUDE,INCLUDE,UNCERTAIN,UNCERTAIN
885,Applications of Artificial Intelligence in Veterinary Anatomical Pathology: Enhancing Diagnosis and Treatment in Animal Healthcare,10.5152/actavet.2025.25068,,,,,2025.0,Acta Veterinaria Eurasia,"Artificial intelligence is revolutionizing the field of veterinary anatomical pathology, offering transformative tools to enhance diagnostic accuracy and support personalized treatment approaches for animals. The present study explores the integration of artificial intelligence technologies into the analysis of histopathological images to improve diagnostic efficacy and accuracy. A deep learning model was trained on histopathological images for animal tissue disease classification. Model performance was validated using internal and external datasets, supplemented with genomic and clinical data. The artificial intelligence model achieved 92.3% cumulative accuracy for image classification. It achieved excellent accuracy and recall for neoplastic conditions—94.8% accuracy and 97.8% recall for lymphoma and 91.3% accuracy and 93.6% recall for carcinoma. Inflammatory conditions were identified with 89.4% accuracy, and normal tissue with 96.5%. The addition of genomic and clinical data raised diagnostic accuracy to 94.8%, enhancing the model’s ability to distinguish between highly similar cancer subtypes and predict clinical outcomes, including survival. The artificial intelligence was more accurate than board-certified veterinary pathologists with statistically significant improvement in accuracy (p &lt; .05). Use outside the development lab was confirmed to 90.2% accuracy. Image processing took 2.5 seconds on average by the model, which is proof of real-time clinic application. Artificial intelligence, particularly when supported by multimodal data, is a potent tool for enhancing veterinary diagnostics, enabling faster, more precise disease classification and enabling personalized treatment strategies.Cite this article as: Eddine Rahmoun, D., Kamal Merai Abdel Maksoud, M., Lieshchova, M., &amp; Mylostyvyi, R. (2025). Applications of artificial intelligence in veterinary anatomical pathology: enhancing diagnosis and treatment in animal healthcare. Acta Veterinaria Eurasia, 51, 0068, doi:10.5152/actavet.2025.25068.",['scopus'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
895,scRAG: Hybrid Retrieval-Augmented Generation for LLM-based Cross-Tissue Single-Cell Annotation,10.18653/v1/2025.findings-acl.53,,,,,2025.0,Proceedings of the Annual Meeting of the Association for Computational Linguistics,"), convert single-cell gene expression profiles into natural  2024) evaluates GPT-4’s natural  language capabilities in cell  GPT-3.5 on textual gene summaries and creates single-cell","['google_scholar', 'scopus']",UNCERTAIN,UNCERTAIN,INCLUDE,INCLUDE,INCLUDE,INCLUDE
902,IDENTIFYING BREAST CANCER PROGNOSIS USING ADAPTIVE FEATURE MODULATION WITH MULTI-SCALE DYNAMIC LOSS (AFM-MSDL) APPROACH,10.12732/ijam.v38i1s.28,,,,,2025.0,International Journal of Applied Mathematics,"Breast cancer prediction is still a very difficult problem in oncology because the disease is so different and patient results are so different.  Deep learning and traditional machine learning have shown promise, but they often have trouble generalising across different datasets and under-represented classes.  To get around these problems, we suggest a new approach called Adaptive Feature Modulation with Multi-Scale Dynamic Loss (AFM-MSDL). It is meant to improve both the accuracy of classification and the prediction of survival in breast cancer diagnosis.  The AFM part changes the features that are taken from different types of data, like imaging, genetic, and clinical data, in a way that is adaptable. This makes sure that important but situation-specific traits are emphasised.  Cross-scale interaction processes help this dynamic feature ranking even more, so the model can pick up both fine-grained and high-level predictive trends.  In addition to AFM, the MSDL module adds a customisable loss formulation that balances classification and survival goals on different scales in real time.  MSDL improves gradient stability, stops overfitting, and speeds up convergence by changing the input of each loss term in real time.  The framework also uses pre-trained language models or medical knowledge graphs to add relevant knowledge. This helps the system work better with rare cases and features that aren't used very often.  We tested AFM-MSDL on large-scale standard datasets like TCGA and METABRIC, along with clinical datasets, after putting it through strong preparation steps like normalisation, enhancement, and data imputation for missing values.",['scopus'],EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
911,Beyond GeneGPT: A Multi-Agent Architecture with Open-Source LLMs for Enhanced Genomic Question Answering,10.1145/3767695.3769488,,,2511.15061v1,,2025.0,SIGIR AP 2025 Proceedings of the 2025 Annual International ACM SIGIR Conference on Research and Development in Information Retrieval in the Asia Pacific Region,"Genomic question answering often requires complex reasoning and integration across diverse biomedical sources. GeneGPT addressed this challenge by combining domain-specific APIs with OpenAI's code-davinci-002 large language model to enable natural language interaction with genomic databases. However, its reliance on a proprietary model limits scalability, increases operational costs, and raises concerns about data privacy and generalization.   In this work, we revisit and reproduce GeneGPT in a pilot study using open source models, including Llama 3.1, Qwen2.5, and Qwen2.5 Coder, within a monolithic architecture; this allows us to identify the limitations of this approach. Building on this foundation, we then develop OpenBioLLM, a modular multi-agent framework that extends GeneGPT by introducing agent specialization for tool routing, query generation, and response validation. This enables coordinated reasoning and role-based task execution.   OpenBioLLM matches or outperforms GeneGPT on over 90% of the benchmark tasks, achieving average scores of 0.849 on Gene-Turing and 0.830 on GeneHop, while using smaller open-source models without additional fine-tuning or tool-specific pretraining. OpenBioLLM's modular multi-agent design reduces latency by 40-50% across benchmark tasks, significantly improving efficiency without compromising model capability. The results of our comprehensive evaluation highlight the potential of open-source multi-agent systems for genomic question answering. Code and resources are available at https://github.com/ielab/OpenBioLLM.","['arxiv', 'google_scholar', 'scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,INCLUDE,INCLUDE,INCLUDE,INCLUDE
917,GD-Net: An Integrated Multimodal Information Model Based on Deep Learning for Cancer Outcome Prediction and Informative Feature Selection,10.1111/jcmm.70221,,,,,2024.0,Journal of Cellular and Molecular Medicine,"Multimodal information provides valuable resources for cancer prognosis and survival prediction. However, the computational integration of this heterogeneous data information poses significant challenges due to the complex interactions between molecules from different biological modalities and the limited sample size. Here, we introduce GD‐Net, a Graph Deep learning algorithm to enhance the accuracy of survival prediction with an average accuracy of 72% by early fusing of multimodal information, which includes an interpretable and lightweight XGBoost module to efficiently extract informative features. First, we applied GD‐Net to eight cancer datasets and achieved superior performance compared to benchmarking methods, with an average 7.9% higher C‐index value. The ablation experiments strongly supported that multi‐modal integration could significantly improve accuracy over the single‐modality model. In the deep case study of liver cancer, 319 differential genes, 15 differential miRNAs and 155 methylated differential genes based on the predicted risk subgroups are identified as the informative features, and then we have statistically and biologically validated the efficacy of these key molecules in internal and external test datasets. The comprehensive independent validations demonstrated that GD‐Net is accurate and competitive in predicting different cancer outcomes in real‐time, and it is an effective tool for identifying new multimodal prognosis biomarkers.",['scopus'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
918,Single-cell RNA-seq data feature extraction using dual-depth model,10.1117/12.3049218,,,,,2024.0,Proceedings of SPIE the International Society for Optical Engineering,"In the realm of single-cell transcriptomic sequencing, deep generative models have proven invaluable in capturing gene expression features. Nevertheless, technical challenges have introduced a notable presence of missing values in the data, leading to the observed “dropout” phenomenon within the gene expression matrix. This phenomenon is characterized by numerous technical zero values, potentially stemming from data noise. To address this issue, interpolation algorithms leverage known values to infer and fill in these “dropout” occurrences, effectively mitigating data incompleteness and aiding in the preservation of biological information within the samples. Relevant studies suggest that interpolation algorithms play a crucial role in enhancing the reliability and completeness of data in the context of feature extraction within deep models. To contribute to this area, this research introduces scDIVAE, a framework encompassing two deep generative models. The first model is dedicated to interpolating gene data, sharing information among similar cells to eliminate noise and the “dropout” phenomenon. The second model employs a natural language topic model for data feature extraction. This methodology not only improves the clustering accuracy of deep generative models but also effectively eliminates batch effects.","['scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,INCLUDE,INCLUDE
927,Computational Design of Synthetic Optical Barcodes in Microdroplets,10.1002/adom.202302564,,,,,2024.0,Advanced Optical Materials,"Barcodes are useful for identifying objects across time, space, and information modalities. However, materializing and decoding optical and multimodal barcodes on microscopic objects remains difficult despite the increasing need for multiplexed cell analysis. Here, a computational design of randomly combinatorial is presented, yet decodable barcodes in microdroplets. The design is based on a novel Real2Sim2Real framework: it first collects experimental images of optically distinct microparticles, then simulates massive combinatorial images by randomly assembling the imaged particles to train a neural network‐based decoder. It is demonstrated that the decoder, even though trained via simulation, accurately identifies the randomly assembled particles in real hydrogel microdroplets. It also shows that the microdroplets with an additional DNA barcoding functionality are applicable to individually link independently measured microscopic images and transcriptome profiles of pooled single cells.","['scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
928,Comprehensive View Embedding Learning for Single-Cell Multimodal Integration,10.1609/aaai.v38i14.29453,,,,,2024.0,Proceedings of the Aaai Conference on Artificial Intelligence,"Motivation: Advances in single-cell measurement techniques provide rich multimodal data, which helps us to explore the life state of cells more deeply. However, multimodal integration, or, learning joint embeddings from multimodal data remains a current challenge. The difficulty in integrating unpaired single-cell multimodal data is that different modalities have different feature spaces, which easily leads to information loss in joint embedding. And few existing methods have fully exploited and fused the information in single-cell multimodal data. Result: In this study, we propose CoVEL, a deep learning method for unsupervised integration of single-cell multimodal data. CoVEL learns single-cell representations from a comprehensive view, including regulatory relationships between modalities, fine-grained representations of cells, and relationships between different cells. The comprehensive view embedding enables CoVEL to remove the gap between modalities while protecting biological heterogeneity. Experimental results on multiple public datasets show that CoVEL is accurate and robust to single-cell multimodal integration. Data availability: https://github.com/shapsider/scintegration.","['scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
943,PowerNovo: de novo peptide sequencing via tandem mass spectrometry using an ensemble of transformer and BERT models,10.1038/s41598-024-65861-0,,38951578.0,,,2024.0,Scientific Reports,"The primary objective of analyzing the data obtained in a mass spectrometry-based proteomic experiment is peptide and protein identification, or correct assignment of the tandem mass spectrum to one amino acid sequence. Comparison of empirical fragment spectra with the theoretical predicted one or matching with the collected spectra library are commonly accepted strategies of proteins identification and defining of their amino acid sequences. Although these approaches are widely used and are appreciably efficient for the well-characterized model organisms or measured proteins, they cannot detect novel peptide sequences that have not been previously annotated or are rare. This study presents PowerNovo tool for de novo sequencing of proteins using tandem mass spectra acquired in a variety of types of mass analyzers and different fragmentation techniques. PowerNovo involves an ensemble of models for peptide sequencing: model for detecting regularities in tandem mass spectra, precursors, and fragment ions and a natural language processing model, which has a function of peptide sequence quality assessment and helps with reconstruction of noisy sequences. The results of testing showed that the performance of PowerNovo is comparable and even better than widely utilized PointNovo, DeepNovo, Casanovo, and Novor packages. Also, PowerNovo provides complete cycle of processing (pipeline) of mass spectrometry data and, along with predicting the peptide sequence, involves the peptide assembly and protein inference blocks.","['scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
950,Leverage the Explainability of Transformer Models to Improve the DNA 5-Methylcytosine Identification,10.1609/aaai.v38i21.30533,,,,,2024.0,Proceedings of the Aaai Conference on Artificial Intelligence,"DNA methylation is an epigenetic mechanism for regulating gene expression, and it plays an important role in many biological processes. While methylation sites can be identified using laboratory techniques, much work is being done on developing computational approaches using machine learning. Here, we present a deep-learning algorithm for determining the 5-methylcytosine status of a DNA sequence. We propose an ensemble framework that treats the self-attention score as an explicit feature that is added to the encoder layer generated by fine-tuned language models. We evaluate the performance of the model under different data distribution scenarios.","['scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
968,Development of an AI model for predicting hypoxia status and prognosis in non-small cell lung cancer using multi-modal data,10.21037/tlcr-24-982,,39830777.0,,,2024.0,Translational Lung Cancer Research,"Background Prognosis prediction is crucial for non-small cell lung cancer (NSCLC) treatment planning. While tumor hypoxia significantly impacts patient outcomes, identifying hypoxic genomic markers remains challenging. This study sought to identify hypoxic computed tomography (CT) radiomic features and create an artificial intelligence (AI) model for NSCLC through the integration of multi-modal data. Methods In total, 452 NSCLC patients were enrolled in this study, including patients from The Second Affiliated Hospital of Soochow University (SC, n=112), The Cancer Genome Atlas (TCGA)-NSCLC dataset (n=74), the radiogenomics dataset (n=130), and the Gene Expression Omnibus (GEO) datasets (GSE19188: n=82, and GSE87340: n=54). Hypoxia status was classified using optimized cut-off values of hypoxia enrichment scores, which were calculated through single-sample gene set enrichment analysis (ssGSEA) of hypoxic genes. Radiomic features were extracted using three-dimensional (3D)-Slicer software. The least absolute shrinkage and selection operator (LASSO) algorithm was used to identify hypoxic CT radiomic features. A model named ssuBERT (semantic structured unit embedded in Bidirectional Encoder Representations from Transformers) was developed to analyze electronic health records (EHRs). An AI model for overall survival prediction was constructed by integrating CT radiomic features, ssuBERT features, and clinical data, and evaluated using five-fold cross-validation. Results Higher hypoxia levels were correlated with worse survival outcomes. Twenty-eight radiomic features showed significant discriminatory power in detecting hypoxia status with an area under the curve (AUC) of 0.8295. The ssuBERT model achieved a weighted accuracy of 0.945 in recognizing semantic structured units in EHRs. The EHR model exhibited superior predictive performance among the single-modal models with an AUC of 0.7662. However, the multi-modal AI model had the highest average AUC of 0.8449 and an F1 score of 0.7557. Conclusions The AI model demonstrated potential in predicting NSCLC patient prognosis through multi-modal data integration, warranting further validation.","['scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
970,B cells in perivascular and peribronchiolar granuloma-associated lymphoid tissue and B-cell signatures identify asymptomatic Mycobacterium tuberculosis lung infection in Diversity Outbred mice,10.1128/iai.00263-23,,,,,2024.0,Infection and Immunity,"ABSTRACT Because most humans resist Mycobacterium tuberculosis infection, there is a paucity of lung samples to study. To address this gap, we infected Diversity Outbred mice with M. tuberculosis and studied the lungs of mice in different disease states. After a low-dose aerosol infection, progressors succumbed to acute, inflammatory lung disease within 60 days, while controllers maintained asymptomatic infection for at least 60 days, and then developed chronic pulmonary tuberculosis (TB) lasting months to more than 1 year. Here, we identified features of asymptomatic M. tuberculosis infection by applying computational and statistical approaches to multimodal data sets. Cytokines and anti-M. tuberculosis cell wall antibodies discriminated progressors vs controllers with chronic pulmonary TB but could not classify mice with asymptomatic infection. However, a novel deep-learning neural network trained on lung granuloma images was able to accurately classify asymptomatically infected lungs vs acute pulmonary TB in progressors vs chronic pulmonary TB in controllers, and discrimination was based on perivascular and peribronchiolar lymphocytes. Because the discriminatory lesion was rich in lymphocytes and CD4 T cell-mediated immunity is required for resistance, we expected CD4 T-cell genes would be elevated in asymptomatic infection. However, the significantly different, highly expressed genes were from B-cell pathways (e.g., Bank1, Cd19, Cd79, Fcmr, Ms4a1, Pax5, and H2-Ob), and CD20+ B cells were enriched in the perivascular and peribronchiolar regions of mice with asymptomatic M. tuberculosis infection. Together, these results indicate that genetically controlled B-cell responses are important for establishing asymptomatic M. tuberculosis lung infection.",['scopus'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
972,Multi-omic profiling of follicular lymphoma reveals changes in tissue architecture and enhanced stromal remodeling in high-risk patients,10.1016/j.ccell.2024.02.001,,,,,2024.0,Cancer Cell,"Follicular lymphoma (FL) is a generally incurable malignancy that evolves from developmentally blocked germinal center (GC) B cells. To promote survival and immune escape, tumor B cells undergo significant genetic changes and extensively remodel the lymphoid microenvironment. Dynamic interactions between tumor B cells and the tumor microenvironment (TME) are hypothesized to contribute to the broad spectrum of clinical behaviors observed among FL patients. Despite the urgent need, existing clinical tools do not reliably predict disease behavior. Using a multi-modal strategy, we examined cell-intrinsic and -extrinsic factors governing progression and therapeutic outcomes in FL patients enrolled onto a prospective clinical trial. By leveraging the strengths of each platform, we identify several tumor-specific features and microenvironmental patterns enriched in individuals who experience early relapse, the most high-risk FL patients. These features include stromal desmoplasia and changes to the follicular growth pattern present 20 months before first progression and first relapse.",['scopus'],UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE
980,Identification of Parkinson’s disease PACE subtypes and repurposing treatments through integrative analyses of multimodal data,10.1038/s41746-024-01175-9,,38982243.0,,,2024.0,Npj Digital Medicine,"Parkinson’s disease (PD) is a serious neurodegenerative disorder marked by significant clinical and progression heterogeneity. This study aimed at addressing heterogeneity of PD through integrative analysis of various data modalities. We analyzed clinical progression data (≥5 years) of individuals with de novo PD using machine learning and deep learning, to characterize individuals’ phenotypic progression trajectories for PD subtyping. We discovered three pace subtypes of PD exhibiting distinct progression patterns: the Inching Pace subtype (PD-I) with mild baseline severity and mild progression speed; the Moderate Pace subtype (PD-M) with mild baseline severity but advancing at a moderate progression rate; and the Rapid Pace subtype (PD-R) with the most rapid symptom progression rate. We found cerebrospinal fluid P-tau/α-synuclein ratio and atrophy in certain brain regions as potential markers of these subtypes. Analyses of genetic and transcriptomic profiles with network-based approaches identified molecular modules associated with each subtype. For instance, the PD-R-specific module suggested STAT3, FYN, BECN1, APOA1, NEDD4, and GATA2 as potential driver genes of PD-R. It also suggested neuroinflammation, oxidative stress, metabolism, PI3K/AKT, and angiogenesis pathways as potential drivers for rapid PD progression (i.e., PD-R). Moreover, we identified repurposable drug candidates by targeting these subtype-specific molecular modules using network-based approach and cell line drug-gene signature data. We further estimated their treatment effects using two large-scale real-world patient databases; the real-world evidence we gained highlighted the potential of metformin in ameliorating PD progression. In conclusion, this work helps better understand clinical and pathophysiological complexity of PD progression and accelerate precision medicine.","['scopus', 'semantic_scholar']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
