cluster_id,title,doi,preprint_doi,pmid,arxiv_id,url,year,venue,abstract,sources,deepseek_current_rep1,deepseek_current_rep2,gpt_oss_current_rep1,gpt_oss_current_rep2,nemotron_current_rep1
3797,From modality-specific to compositional foundation models for cell biology,,,,,https://www.cell.com/cell-systems/abstract/S2405-4712(26)00016-5,2026.0,Cell Systems,and adaptable multimodal single-cell foundation models will  as inputs to a multimodal  foundation model. Each modality can  the gap between gene expression and functional protein,['google_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
3805,VGL: Vision-Gene-Language multimodal LLM integrating histopathology and gene expression for cell type classification in lung cancer.,,,,,https://aacrjournals.org/cancerres/article/86/7_Supplement/2754/778628,2026.0,Cancer Research,"Abstract
                  
                    Background
                    Understanding the tumor microenvironment requires models that resolve cellular heterogeneity across molecular and spatial modalities. With the expansion of spatial transcriptomics, single-cell RNA-seq, and high-resolution histopathology imaging, there is a need for a unified foundation model that jointly interprets gene expression, spatial context, and visual tissue features. We developed a multimodal large language model (LLM) that integrates these modalities into a single adaptive framework handling heterogeneous inputs—including gene expression profiles, spatial transcriptomics spots, single-cell measurements, and histology patches—while generating harmonized outputs such as genes, cell types, and image-derived descriptors.
                  
                  
                    Method
                    We built a multimodal LLM within a Vision-Gene-Language (VGL) framework that integrates gene expression, histology images, and biological language representations. The model is based on MedGemma-4b-it and was fine-tuned using QLoRA for parameter-efficient training. Training used 5.2 million multimodal samples of H&amp;E patches paired with highly variable gene expression profiles from non-small cell lung cancer, totaling 1,745,240 cells and spatial spots across scRNA-seq and spatial transcriptomics platforms (Visium, Xenium). The model was trained using multi-task learning across five canonical tasks spanning image-to-gene, gene-to-cell type, and cell type-to-gene objectives with task-specific ratio scheduling on 4 x H100 GPUs. We evaluated performance on cell type classification from gene expression profiles across 12 major immune and stromal cell types.
                  
                  
                    Results
                    The trained VGL model achieved 70.07% accuracy on the held-out test set (n=20,764) for predicting cell types from gene expression profiles, compared to 16.32% accuracy for the naive pre-trained model, a 4.3-fold improvement. Validation performance was similar (69.85% accuracy, n=41,529), indicating robust generalization. These gains demonstrate the value of a multimodal LLM that jointly leverages single-cell, spatial transcriptomics, and histology information. Through cross-modal learning and masking, the model learned gene and cell type embeddings that generalized across data platforms and spatial contexts and produced biologically consistent outputs even when only a subset of modalities was available.
                  
                  
                    Conclusion
                    We introduce a multimodal LLM-based spatial foundation model, VGL, that unifies single-cell RNA-seq, spatial transcriptomics, and histopathology imaging into a modality-agnostic framework. The improvement in cell type classification highlights the model’s ability to capture and reason over cross-modal biological structure. This framework lays the groundwork for spatial AI systems that interpret heterogeneous molecular and imaging data and enable scalable tumor microenvironment profiling.
                  
                  
                    Citation Format:
                    Haenara Shin, Dongjoo Lee, Jeongbin Park, Hongyoon Choi, . VGL: Vision-Gene-Language multimodal LLM integrating histopathology and gene expression for cell type classification in lung cancer [abstract]. In: Proceedings of the American Association for Cancer Research Annual Meeting 2026; Part 1 (Regular Abstracts); 2026 Apr 17-22; San Diego, CA. Philadelphia (PA): AACR; Cancer Res 2026;86(7 Suppl):Abstract nr 2754.",['google_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
3807,Generalist biological artificial intelligence in modeling the language of life,,,,,https://www.nature.com/articles/s41587-026-03064-w,2026.0,Nature …,"166 , and integrating gene expression-based language  between variations in single-cell  gene expression and broader  the question of whether foundation model development was",['google_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
3811,"Causal Circuit Tracing Reveals Distinct Computational Architectures in Single-Cell Foundation Models: Inhibitory Dominance, Biological Coherence, and Cross-Model …",,,,,https://arxiv.org/abs/2603.01752,2026.0,arXiv preprint arXiv:2603.01752,"—matches the known biological sequence from signal transduction to gene expression.   , providing a molecular fingerprint of tissuespecific computation within the foundation model.",['google_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
3814,ST-Align: Multi-Scale Image-Gene Foundation Modeling for Spatial Transcriptomics via Spot-Niche Alignment,,,,,https://openreview.net/forum?noteId=EWzPy228cM,,ICLR 2026 Workshop on …,measures genome-wide gene expression together with tissue  adapted image–gene foundation  model that injects an explicit  deep language model for cell type annotation of single-cell,['google_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
3820,Multi-Dimensional Spectral Geometry of Biological Knowledge in Single-Cell Transformer Representations,,,,,https://arxiv.org/abs/2602.22247,2026.0,arXiv preprint arXiv:2602.22247,identities involve more divergent gene expression patterns.  The spectral collapse we observe  parallels findings in language model  Systematic evaluation of singlecell foundation model,['google_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
3821,Towards Spatial Transcriptomics-driven Pathology Foundation Models,,,,,https://arxiv.org/abs/2602.14177,2026.0,arXiv preprint arXiv …,"uses a general-purpose language model to encode highly  than at single-cell resolution.  However, we anticipate that the  a patch-level foundation model trained at fixed magnification",['google_scholar'],UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
3823,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,,,,,https://www.biorxiv.org/content/10.64898/2026.01.03.697483.abstract,2026.0,bioRxiv,"Abstract
                
                  Complex diseases often emerge from coordinated, system-level cellular state changes that are difficult to address with target centric drug discovery. Phenotypic drug discovery offers a principled alternative but remains constrained by the cost and scalability of pathologically relevant assays. Here we present GEMGen, a large language model–based framework that performs in silico phenotypic drug discovery by generating small molecules directly from transcriptomic representations of cellular states. GEMGen encodes desired phenotypic transitions as text-based representations of up- and down-regulated gene sets, enabling transferable modeling across experimental platforms and data modalities. Trained on large scale chemical perturbation data, GEMGen robustly identifies phenotype-oriented compounds and mechanistically related but structurally distinct candidates across multiple benchmarks. Applied to signatures induced by genetic perturbations, GEMGen produces small molecules that phenocopy gene knockdown effects and identifies chemically novel inhibitors, including previously unreported KEAP1 inhibitors that activate NRF2 signaling. Extending this approach to a disease relevant model of fibrosis, GEMGen generates compounds that reverse profibrotic transcriptional programs and cellular phenotypes. These results establish a scalable framework for translating transcriptomic phenotypes into candidate therapeutic molecules, enabling systems-level exploration of vast chemical space and offering a complementary
                  in silico
                  counterpart to physical phenotypic drug screens.",['google_scholar'],EXCLUDE,EXCLUDE,INCLUDE,INCLUDE,INCLUDE
3824,Conditional Single-Cell RNA Generation: A Decoder Model and A Benchmark of Generative Models,,,,,https://openreview.net/forum?id=fA0T9ujlQr,,ICLR 2026 Workshop on Machine Learning for …,"disease dataset comprises gene expression profiles from  14 different datasets in the Gene  Expression Omnibus (GEO)  -level protein structure with a language model. Science, 379(",['google_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
3826,Taking The Easy Way Out: When Single-Cell Foundation Models Learn Shortcuts Instead of Biology,,,,,https://openreview.net/forum?id=KlDSNIvt9A,,ICLR 2026 Workshop on …,"single-cell data, standard random masking systematically fails to do so due to the modular,  co-regulated structure of gene expression self-supervised foundation model for single-cell",['google_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
3827,CellMaster: Collaborative Cell Type Annotation in Single-Cell Analysis,,,,,https://arxiv.org/abs/2602.13346,2026.0,arXiv preprint arXiv …,"Let D represent our input single-cell dataset with N cells, where each cell’s gene expression  is  scpilot: Large language model reasoning toward automated single-cell analysis and",['google_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
3828,What Topological and Geometric Structure Do Biological Foundation Models Learn? Evidence from 141 Hypotheses,,,,,https://arxiv.org/abs/2602.22289,2026.0,arXiv preprint arXiv:2602.22289,"learn to process single-cell gene expression, what kind of  loop powered by a large language  model (OpenAI Codex 5.3, “ on pre-extracted foundation model embeddings, and produces",['google_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
3830,Jepa-dna: Grounding genomic foundation models through joint-embedding predictive architectures,,,,,https://arxiv.org/abs/2602.17162,2026.0,arXiv preprint arXiv …,"for singlecell transcriptomics [8]. However, GeneJEPA operates on gene-expression vectors,  design  Gpn-msa: an alignment-based dna language model for genome-wide variant effect",['google_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
3831,CellTarNet: Single-Cell Perturbation Prediction using Transformer based Normalizing Flow,,,,,https://openreview.net/forum?noteId=vbB3xMwNwY,,ICLR 2026 Workshop on Machine Learning for …,"between the predicted and true gene expression profiles. This metric evaluates the model’s  ability to correctly capture the relative ordering of gene expression levels, which is important",['google_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
3834,Multimodal Large Language Models in Biomedicine and Healthcare,,,,,https://www.techrxiv.org/doi/10.36227/techrxiv.177223091.15657802,2026.0,,"Most single-cell studies rely on widely used gene expression  While overlapping with the  concept of a foundation model, a  Large Language Model (MLLM): A large language model that",['google_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
3836,ELISA: An Interpretable Hybrid Agent for Expression-Grounded Discovery in Single-Cell Genomics,,,,,https://openreview.net/forum?id=LACRHLhPKH,2026.0,ICLR 2026 Workshop on Machine Learning for …,"hypothesisdriven exploration of single-cell RNA sequencing (scRNA- evidence, and  language-model interpretation, ELISA  combines semantic similarity and gene expression",['google_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
3838,Toward a universal foundation model for graph-structured data,,,,,https://arxiv.org/abs/2604.06391,2026.0,arXiv preprint arXiv:2604.06391,"and tokenized by a miniature language model (MiniLM) to  , and regulation of gene  expression—formed a coherent  , newly characterized cell types in single-cell atlases36, and",['google_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
3840,Effective Biological Representation Learning by Masking Gene Expression,,,,,https://openreview.net/forum?id=NqZqClqtTK,,ICLR 2026 Workshop on …,"transcriptomic datasets with both single-cell and bulk RNA-seq  For the other single-cell  datasets, we retain only genes  a practical transcriptomics foundation model with robust transfer",['google_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
3846,A CONVERSATIONAL MULTI-AGENT AI FRAMEWORK FOR INTEGRATED MULTI-OMICS ANALYSIS AND BIOMEDICAL DISCOVERY,,,,,https://openreview.net/forum?id=aNjDcSB8AF,,ICLR 2026 Workshop on …,Single-cell and spatial transcriptomics offer unprecedented  is then refined by a lightweight  language model to select the final  Nicheformer: A foundation model for single-cell and spatial,['google_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,UNCERTAIN,UNCERTAIN
3849,SAD: Sparse-Aware Diffusion Model for Single-Cell Gene Expression Completion,,,,,https://ieeexplore.ieee.org/abstract/document/11434969/,2026.0,IEEE Transactions on …,"the context of foundation model development, we used scGPT [2], a single-cell large model   -scale pretrained deep language model for cell type annotation of single-cell rna-seq data,”",['google_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
